stock_code,total_units,total_revenue,active_months,avg_monthly_units,std_monthly_units,avg_unit_price,total_orders,description,demand_cv,sku_class,recommended_action
90063A,12,102.0,6,2.0,0.6324555320336759,8.5,8,WHITE VINT ART DECO CRYSTAL NECKLAC,0.31622776601683794,Long-Tail,Limit stock and avoid excessive local warehouse space
90063B,9,76.32,5,1.8,0.8366600265340756,8.482,6,BLACK VINT ART DEC CRYSTAL NECKLACE,0.4648111258522642,Long-Tail,Limit stock and avoid excessive local warehouse space
90064A,10,38.7,4,2.5,1.7320508075688772,3.95,6,WHITE VINTAGE CRYSTAL EARRINGS,0.6928203230275509,Long-Tail,Limit stock and avoid excessive local warehouse space
90064B,12,45.0,5,2.4,1.51657508881031,3.75,7,BLACK VINTAGE  CRYSTAL EARRINGS,0.6319062870042959,Long-Tail,Limit stock and avoid excessive local warehouse space
90065A,7,47.25,4,1.75,0.9574271077563381,6.75,4,WHITE VINTAGE CRYSTAL BRACELET,0.5471012044321932,Long-Tail,Limit stock and avoid excessive local warehouse space
90065B,2,13.5,2,1.0,0.0,6.75,2,BLACK VINT ART DEC CRYSTAL BRACELET,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
90067A,14,41.150000000000006,5,2.8,2.16794833886788,2.935,7,PINK VINTAGE VICTORIAN EARRINGS,0.7742672638813858,Long-Tail,Limit stock and avoid excessive local warehouse space
90067B,2,5.8,1,2.0,0.0,2.9,2,BROWN VINTAGE VICTORIAN EARRINGS,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
90068,1,7.5,1,1.0,0.0,7.5,1,"RUBY GLASS NECKLACE 42""",0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
90069,2,15.0,1,2.0,0.0,7.5,1,RUBY GLASS CLUSTER NECKLACE,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
90070,20,122.64,10,2.0,1.247219128924647,6.146,14,RUBY GLASS CLUSTER BRACELET,0.6236095644623235,Long-Tail,Limit stock and avoid excessive local warehouse space
90071,44,54.62,12,3.6666666666666665,3.420083288016491,1.2346180555555555,33,RUBY GLASS CLUSTER EARRINGS,0.9327499876408613,Long-Tail,Limit stock and avoid excessive local warehouse space
90072,21,83.42,9,2.3333333333333335,1.9364916731037085,4.0761111111111115,14,RUBY DROP CHANDELIER EARRINGS,0.8299250027587322,Long-Tail,Limit stock and avoid excessive local warehouse space
90073,27,134.7,10,2.7,2.869378562220979,4.987,18,VINTAGE ENAMEL & CRYSTAL EARRINGS,1.0627328008225847,Long-Tail,Limit stock and avoid excessive local warehouse space
90074,4,37.239999999999995,3,1.3333333333333333,0.5773502691896257,9.43,3,BLACK DIAMOND CLUSTER NECKLACE,0.4330127018922193,Long-Tail,Limit stock and avoid excessive local warehouse space
90075,4,37.66,2,2.0,0.0,9.415,3,MONTANA DIAMOND CLUSTER NECKLACE,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
90076,9,24.12,4,2.25,2.5,2.8425,4,MONTANA DIAMOND CLUSTER EARRINGS,1.1111111111111112,Long-Tail,Limit stock and avoid excessive local warehouse space
90077,3,8.82,2,1.5,0.7071067811865476,2.9299999999999997,3,BLACK DIAMOND CLUSTER EARRINGS,0.47140452079103173,Long-Tail,Limit stock and avoid excessive local warehouse space
90078,2,15.0,1,2.0,0.0,7.5,1,PINK/WHITE GLASS DEMI CHOKER,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
90079,10,49.760000000000005,4,2.5,1.7320508075688772,4.9925,4,VINTAGE ENAMEL & CRYSTAL NECKLACE,0.6928203230275509,Long-Tail,Limit stock and avoid excessive local warehouse space
90081A,15,74.25,7,2.142857142857143,1.0690449676496976,4.95,8,LILY BROOCH AMETHYST COLOUR,0.49888765156985887,Long-Tail,Limit stock and avoid excessive local warehouse space
90081B,1,4.95,1,1.0,0.0,4.95,1,LILY BROOCH WHITE/SILVER COLOUR,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
90081C,20,99.60000000000001,9,2.2222222222222223,1.201850425154663,4.979259259259259,15,LILY BROOCH OLIVE COLOUR,0.5408326913195983,Long-Tail,Limit stock and avoid excessive local warehouse space
90082A,30,193.2,11,2.727272727272727,2.370270410350224,6.490909090909091,18,DIAMANTE BOW BROOCH GREEN COLOUR,0.8690991504617489,Long-Tail,Limit stock and avoid excessive local warehouse space
90082B,25,158.75,6,4.166666666666667,5.382068994974579,6.349999999999999,10,DIAMANTE BOW BROOCH RED COLOUR,1.2916965587938987,Long-Tail,Limit stock and avoid excessive local warehouse space
90082D,9,58.03,2,4.5,4.949747468305833,6.404999999999999,5,DIAMANTE BOW BROOCH BLACK COLOUR,1.0999438818457405,Long-Tail,Limit stock and avoid excessive local warehouse space
90083,25,23.47,4,6.25,5.377421934967226,1.45,9,CRYSTAL CZECH CROSS PHONE CHARM,0.8603875095947562,Long-Tail,Limit stock and avoid excessive local warehouse space
90084,1,0.85,1,1.0,0.0,0.85,1,PINK CRYSTAL GUITAR PHONE CHARM,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
90085,34,36.76,7,4.857142857142857,5.6103645582252915,1.4857142857142858,10,CRYSTAL STILETTO PHONE CHARM,1.1550750561052072,Long-Tail,Limit stock and avoid excessive local warehouse space
90086,102,77.78999999999999,11,9.272727272727273,17.5333448553943,1.4825454545454546,28,CRYSTAL FROG PHONE CHARM,1.8908509157778166,Regular,Maintain standard replenishment review
90087,107,61.459999999999994,11,9.727272727272727,21.03849285995035,1.4854545454545454,25,CRYSTAL SEA HORSE PHONE CHARM,2.162835714574335,Regular,Maintain standard replenishment review
90089,20,13.94,6,3.3333333333333335,4.760952285695233,1.3949999999999998,9,PINK CRYSTAL SKULL PHONE CHARM,1.42828568570857,Long-Tail,Limit stock and avoid excessive local warehouse space
90092,1,1.66,1,1.0,0.0,1.66,1,BLUE CRYSTAL BOOT PHONE CHARM,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
90093,52,28.57,9,5.777777777777778,10.473511562243317,1.2999999999999998,10,CLEAR CRYSTAL STAR PHONE CHARM,1.812723155003651,Long-Tail,Limit stock and avoid excessive local warehouse space
90094,14,35.699999999999996,7,2.0,1.5275252316519468,2.55,13,NECKLACE+BRACELET SET FRUIT SALAD,0.7637626158259734,Long-Tail,Limit stock and avoid excessive local warehouse space
90096,45,112.21000000000001,11,4.090909090909091,2.662876093795784,2.483030303030303,26,NECKLACE+BRACELET SET BLUE BLOSSOM,0.6509252673723027,Long-Tail,Limit stock and avoid excessive local warehouse space
90098,29,73.95,5,5.8,4.324349662087931,2.55,10,NECKLACE+BRACELET PINK BUTTERFLY,0.745577527946195,Long-Tail,Limit stock and avoid excessive local warehouse space
90099,27,76.38,6,4.5,4.324349662087931,2.828888888888889,16,NECKLACE+BRACELET SET BLUE HIBISCUS,0.9609665915750958,Long-Tail,Limit stock and avoid excessive local warehouse space
90100,1,2.55,1,1.0,0.0,2.55,1,NECKLACE+BRACELET SET PINK DAISY,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
90101,39,98.07,10,3.9,3.9567101935263786,2.50925,17,WHITE FRANGIPANI NECKLACE,1.014541075263174,Long-Tail,Limit stock and avoid excessive local warehouse space
90102,10,8.5,1,10.0,0.0,0.85,1,WHITE FRANGIPANI HAIR CLIP,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
90103,29,72.66,6,4.833333333333333,5.154286242213045,2.4998333333333336,16,PURPLE FRANGIPANI NECKLACE,1.0664040501130438,Long-Tail,Limit stock and avoid excessive local warehouse space
90104,28,23.16,4,7.0,5.228129047119374,0.8285,12,PURPLE FRANGIPANI HAIRCLIP,0.7468755781599106,Long-Tail,Limit stock and avoid excessive local warehouse space
90108,70,81.96000000000001,10,7.0,8.219218670625303,1.7550000000000001,12,BLUE BLOSSOM HAIR CLIP,1.1741740958036146,Long-Tail,Limit stock and avoid excessive local warehouse space
90112,2,2.1,1,2.0,0.0,1.05,1,PINK DOLLY HAIR CLIPS,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
90114,167,417.96,13,12.846153846153847,14.501989253467688,2.474944444444444,88,SUMMER DAISIES BAG CHARM,1.1288973670364069,Regular,Maintain standard replenishment review
90115,54,134.52999999999997,5,10.8,8.814760348415604,2.4918461538461534,31,SUMMER BUTTERFLIES BAG CHARM,0.8161815137421855,Long-Tail,Limit stock and avoid excessive local warehouse space
90116,64,145.52,12,5.333333333333333,4.097301403104095,2.407979166666667,45,FRUIT SALAD BAG CHARM,0.7682440130820178,Long-Tail,Limit stock and avoid excessive local warehouse space
90118,30,74.64,10,3.0,2.4037008503093262,2.4739999999999998,19,PINK DAISY BAG CHARM,0.8012336167697754,Long-Tail,Limit stock and avoid excessive local warehouse space
90119,83,205.06,10,8.3,7.789594198530356,2.4680357142857146,36,METALIC LEAVES BAG CHARMS,0.9385053251241392,Long-Tail,Limit stock and avoid excessive local warehouse space
90120A,7,29.73,2,3.5,2.1213203435596424,4.245,3,PINK MURANO TWIST BRACELET,0.6060915267313264,Long-Tail,Limit stock and avoid excessive local warehouse space
90120B,39,164.12,11,3.5454545454545454,3.8823610435825353,4.204545454545454,15,BLUE MURANO TWIST BRACELET,1.0950249097284075,Long-Tail,Limit stock and avoid excessive local warehouse space
90120C,51,215.2,10,5.1,4.094712037087183,4.19985,22,GREEN MURANO TWIST BRACELET,0.8028847131543496,Long-Tail,Limit stock and avoid excessive local warehouse space
90120D,10,41.790000000000006,3,3.3333333333333335,4.041451884327381,4.226666666666667,5,WHITE MURANO TWIST BRACELET,1.2124355652982142,Long-Tail,Limit stock and avoid excessive local warehouse space
90122A,21,104.53000000000002,8,2.625,2.559994419636775,4.988833333333334,14,PINK CRYSTAL+GLASS BRACELET,0.9752359693854382,Long-Tail,Limit stock and avoid excessive local warehouse space
90122B,6,29.93,5,1.2,0.4472135954999579,4.993,6,JADE CRYSTAL+GLASS BRACELET,0.37267799624996495,Long-Tail,Limit stock and avoid excessive local warehouse space
90122C,24,119.23,9,2.6666666666666665,2.5,4.973703703703704,11,TURQUOISE CRYSTAL+GLASS BRACELET,0.9375,Long-Tail,Limit stock and avoid excessive local warehouse space
90123A,15,89.12,7,2.142857142857143,1.2149857925879117,5.9314285714285715,9,PINK HEART OF GLASS BRACELET,0.5669933698743588,Long-Tail,Limit stock and avoid excessive local warehouse space
90123B,9,53.42,4,2.25,0.9574271077563381,5.93375,5,TURQUOISE HEART OF GLASS BRACELET,0.42552315900281695,Long-Tail,Limit stock and avoid excessive local warehouse space
90123C,14,83.29,5,2.8,1.0954451150103321,5.949,6,GREEN HEART OF GLASS BRACELET,0.3912303982179758,Long-Tail,Limit stock and avoid excessive local warehouse space
90123D,6,35.31,5,1.2,0.4472135954999579,5.872,5,WHITE HEART OF GLASS BRACELET,0.37267799624996495,Long-Tail,Limit stock and avoid excessive local warehouse space
90124A,8,79.66,5,1.6,0.8944271909999159,9.962,6,PINK MURANO TWIST NECKLACE,0.5590169943749473,Long-Tail,Limit stock and avoid excessive local warehouse space
90124B,12,119.89,8,1.5,0.5345224838248488,9.995625,11,BLUE MURANO TWIST NECKLACE,0.3563483225498992,Long-Tail,Limit stock and avoid excessive local warehouse space
90124C,11,109.54,6,1.8333333333333333,0.983192080250175,9.9625,8,GREEN MURANO TWIST NECKLACE,0.5362865892273682,Long-Tail,Limit stock and avoid excessive local warehouse space
90125A,115,106.24,4,28.75,26.13267431141839,1.925,10,PINK BERTIE GLASS BEAD BAG CHARM,0.9089625847449875,Regular,Maintain standard replenishment review
90125B,30,48.06,5,6.0,8.660254037844387,2.81675,12,AQUA BERTIE GLASS BEAD BAG CHARM,1.4433756729740645,Long-Tail,Limit stock and avoid excessive local warehouse space
90125C,77,69.85,2,38.5,14.849242404917497,1.4775,7,TURQUOISE BERTIE GLASS BEAD CHARM,0.385694607919935,Long-Tail,Limit stock and avoid excessive local warehouse space
90125D,95,110.03,5,19.0,20.396078054371138,2.8300454545454548,19,PURPLE BERTIE GLASS BEAD BAG CHARM,1.0734777923353231,Regular,Maintain standard replenishment review
90125E,11,21.05,2,5.5,6.363961030678928,2.0122222222222224,10,AMBER BERTIE GLASS BEAD BAG CHARM,1.1570838237598051,Long-Tail,Limit stock and avoid excessive local warehouse space
90126A,1,3.36,1,1.0,0.0,3.36,1,PINK BERTIE MOBILE PHONE CHARM,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
90126C,2,6.58,1,2.0,0.0,3.29,1,AMBER BERTIE MOBILE PHONE CHARM,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
90127A,2,4.92,1,2.0,0.0,2.46,1,PINK BEADS+HAND PHONE CHARM,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
90128A,3,7.43,2,1.5,0.7071067811865476,2.485,2,PINK LEAVES AND BEADS PHONE CHARM,0.47140452079103173,Long-Tail,Limit stock and avoid excessive local warehouse space
90128B,2,3.76,1,2.0,0.0,1.88,2,BLUE LEAVES AND BEADS PHONE CHARM,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
90128C,2,4.97,2,1.0,0.0,2.485,2,GREEN LEAVES AND BEADS PHONE CHARM,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
90128D,2,4.97,2,1.0,0.0,2.485,2,PURPLE LEAVES AND BEADS PHONE CHAR,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
90129A,45,82.98,8,5.625,5.655275665884277,1.8466964285714285,20,PINK GLASS TASSLE BAG CHARM,1.0053823406016493,Long-Tail,Limit stock and avoid excessive local warehouse space
90129B,57,121.38000000000001,10,5.7,7.557924465236619,2.0755,20,TURQUOISE GLASS TASSLE BAG CHARM,1.3259516605678279,Long-Tail,Limit stock and avoid excessive local warehouse space
90129C,35,79.76,8,4.375,4.240535680446853,2.1965624999999998,16,GREEN GLASS TASSLE BAG CHARM,0.9692652983878521,Long-Tail,Limit stock and avoid excessive local warehouse space
90129D,14,33.44,4,3.5,3.1091263510296048,1.9675,7,AMBER GLASS TASSLE BAG CHARM,0.8883218145798871,Long-Tail,Limit stock and avoid excessive local warehouse space
90129E,42,77.04,7,6.0,7.280109889280518,1.7285714285714284,14,PURPLE GLASS TASSLE BAG CHARM,1.2133516482134197,Long-Tail,Limit stock and avoid excessive local warehouse space
90129F,40,88.03,9,4.444444444444445,4.7987266829626565,2.267777777777778,16,RED GLASS TASSLE BAG CHARM,1.0797135036665977,Long-Tail,Limit stock and avoid excessive local warehouse space
90130A,6,17.5,3,2.0,1.7320508075688772,2.920833333333333,6,WHITE STONE/CRYSTAL EARRINGS,0.8660254037844386,Long-Tail,Limit stock and avoid excessive local warehouse space
90130B,39,113.97,12,3.25,2.2207697273283835,2.911805555555555,31,TURQ STONE/CRYSTAL EARRINGS,0.6833137622548873,Long-Tail,Limit stock and avoid excessive local warehouse space
90130C,14,40.949999999999996,8,1.75,1.1649647450214349,2.918125,13,GREEN STONE/CRYSTAL EARRINGS,0.6656941400122485,Long-Tail,Limit stock and avoid excessive local warehouse space
90130D,3,8.7,2,1.5,0.7071067811865476,2.9,3,RED STONE/CRYSTAL EARRINGS,0.47140452079103173,Long-Tail,Limit stock and avoid excessive local warehouse space
90131,5,34.870000000000005,2,2.5,2.1213203435596424,7.01,2,PINK/AMETHYST/GOLD NECKLACE,0.8485281374238569,Long-Tail,Limit stock and avoid excessive local warehouse space
90132,3,15.16,3,1.0,0.0,5.053333333333334,3,LIGHT TOPAZ TEAL/AQUA COL NECKLACE,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
90133,19,94.43,5,3.8,4.658325879540846,4.981333333333334,13,TEAL/FUSCHIA COL BEAD NECKLACE,1.2258752314581174,Long-Tail,Limit stock and avoid excessive local warehouse space
90134,54,157.5,12,4.5,3.8494391563163872,2.9065,45,OLD ROSE COMBO BEAD NECKLACE,0.8554309236258638,Long-Tail,Limit stock and avoid excessive local warehouse space
90135,8,39.660000000000004,2,4.0,2.8284271247461903,4.965,2,ORANGE/WHT/FUSCHIA STONES NECKLACE,0.7071067811865476,Long-Tail,Limit stock and avoid excessive local warehouse space
90135A,1,4.98,1,1.0,0.0,4.98,1,ORANGE/FUSCHIA STONES NECKLACE,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
90136,3,29.849999999999998,2,1.5,0.7071067811865476,9.95,2,PALE PINK/AMETHYST STONE NECKLACE,0.47140452079103173,Long-Tail,Limit stock and avoid excessive local warehouse space
90137,3,16.310000000000002,3,1.0,0.0,5.436666666666667,3,PINK COMBO MINI CRYSTALS NECKLACE,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
90138,10,52.42,6,1.6666666666666667,1.2110601416389966,5.3525,7,WHITE/PINK MINI CRYSTALS NECKLACE,0.7266360849833979,Long-Tail,Limit stock and avoid excessive local warehouse space
90140,2,15.120000000000001,2,1.0,0.0,7.5600000000000005,2,PINK SWEETIE NECKLACE,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
90141A,12,63.11,6,2.0,1.5491933384829668,5.318333333333333,10,GREEN PENDANT TRIPLE SHELL NECKLACE,0.7745966692414834,Long-Tail,Limit stock and avoid excessive local warehouse space
90141B,9,44.86,5,1.8,1.0954451150103321,5.0120000000000005,5,IVORY PENDANT TRIPLE SHELL NECKLACE,0.6085806194501845,Long-Tail,Limit stock and avoid excessive local warehouse space
90141C,10,52.31,5,2.0,1.4142135623730951,5.242,8,TURQ PENDANT TRIPLE SHELL NECKLACE,0.7071067811865476,Long-Tail,Limit stock and avoid excessive local warehouse space
90141D,4,20.36,2,2.0,1.4142135623730951,5.23,2,ROSE PENDANT TRIPLE SHELL NECKLACE,0.7071067811865476,Long-Tail,Limit stock and avoid excessive local warehouse space
90141E,5,24.75,2,2.5,0.7071067811865476,4.95,2,ORANGE PENDANT TRIPLE SHELL NECKLAC,0.282842712474619,Long-Tail,Limit stock and avoid excessive local warehouse space
90142A,1,5.09,1,1.0,0.0,5.09,1,GREEN PENDANT SHELL NECKLACE,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
90142D,10,49.64,3,3.3333333333333335,2.516611478423583,4.996666666666667,4,MOP PENDANT SHELL NECKLACE,0.7549834435270749,Long-Tail,Limit stock and avoid excessive local warehouse space
90143,32,244.68,10,3.2,2.394437999475729,7.684666666666667,19,SILVER BRACELET W PASTEL FLOWER,0.7482618748361654,Long-Tail,Limit stock and avoid excessive local warehouse space
90144,18,67.36,9,2.0,1.6583123951777,3.742592592592593,14,SILVER DROP EARRINGS WITH FLOWER,0.82915619758885,Long-Tail,Limit stock and avoid excessive local warehouse space
90145,28,168.0,11,2.5454545454545454,1.1281521496355325,6.005151515151516,18,SILVER HOOP EARRINGS WITH FLOWER,0.44320263021395917,Long-Tail,Limit stock and avoid excessive local warehouse space
90146,17,95.35000000000001,6,2.8333333333333335,3.0605010483034745,7.075,7,FINE SILVER NECKLACE W PASTEL FLOWE,1.0801768405776968,Long-Tail,Limit stock and avoid excessive local warehouse space
90147,32,324.01,9,3.5555555555555554,1.8782379449307742,10.20324074074074,23,CHUNKY SILVER NECKLACE PASTEL FLOWE,0.5282544220117803,Long-Tail,Limit stock and avoid excessive local warehouse space
90148,8,101.73,6,1.3333333333333333,0.5163977794943223,12.705,6,LONG SILVER NECKLACE PASTEL FLOWER,0.38729833462074176,Long-Tail,Limit stock and avoid excessive local warehouse space
90149,53,342.76000000000005,3,17.666666666666668,28.867513459481287,7.303333333333334,4,SILVER FLOWR PINK SHELL NECKLACE,1.6340101958196953,Long-Tail,Limit stock and avoid excessive local warehouse space
90151,8,68.0,2,4.0,2.8284271247461903,8.5,4,SILVER/NATURAL SHELL NECKLACE,0.7071067811865476,Long-Tail,Limit stock and avoid excessive local warehouse space
90152A,5,28.76,5,1.0,0.0,5.752000000000001,5,SILVER/NAT SHELL NECKLACE W PENDANT,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
90152B,2,11.46,1,2.0,0.0,5.73,2,BLUE/GREEN SHELL NECKLACE W PENDANT,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
90152C,1,5.95,1,1.0,0.0,5.95,1,BLUE/NAT SHELL NECKLACE W PENDANT,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
90154,57,421.75,5,11.4,22.700220263248546,8.61,5,LAZER CUT NECKLACE W PASTEL BEADS,1.9912473915130304,Long-Tail,Limit stock and avoid excessive local warehouse space
90155,9,67.62,5,1.8,1.0954451150103321,7.51,7,RESIN NECKLACE W PASTEL BEADS,0.6085806194501845,Long-Tail,Limit stock and avoid excessive local warehouse space
90156,4,19.8,3,1.3333333333333333,0.5773502691896257,4.95,3,RESIN BRACELET W PASTEL BEADS,0.4330127018922193,Long-Tail,Limit stock and avoid excessive local warehouse space
90157,10,49.59,4,2.5,2.3804761428476167,4.96875,5,RIVIERA NECKLACE,0.9521904571390467,Long-Tail,Limit stock and avoid excessive local warehouse space
90158,45,224.12,12,3.75,3.194455423784382,4.984583333333334,35,ST TROPEZ NECKLACE,0.8518547796758351,Long-Tail,Limit stock and avoid excessive local warehouse space
90159,6,29.790000000000003,4,1.5,1.0,4.96875,5,COTE D'AZURE NECKLACE,0.6666666666666666,Long-Tail,Limit stock and avoid excessive local warehouse space
90160A,38,264.94,12,3.1666666666666665,2.480224818744291,6.98,15,PURPLE BOUDICCA LARGE BRACELET,0.783228890129776,Long-Tail,Limit stock and avoid excessive local warehouse space
90160B,30,209.73,8,3.75,2.712405363721075,6.98125,12,RED BOUDICCA LARGE BRACELET,0.7233080969922867,Long-Tail,Limit stock and avoid excessive local warehouse space
90160C,54,377.04,12,4.5,3.4509550720186013,6.998125000000001,26,TURQ+RED BOUDICCA LARGE BRACELET,0.7668789048930225,Long-Tail,Limit stock and avoid excessive local warehouse space
90160D,38,264.7,10,3.8,3.359894178227774,6.974000000000001,12,PINK BOUDICCA LARGE BRACELET,0.8841826784809932,Long-Tail,Limit stock and avoid excessive local warehouse space
90161A,24,119.91,10,2.4,1.577621275493231,4.9806,21,ANT COPPER RED BOUDICCA BRACELET,0.6573421981221796,Long-Tail,Limit stock and avoid excessive local warehouse space
90161B,76,377.88000000000005,10,7.6,4.671426144361294,4.981133333333334,37,ANT COPPER TURQ BOUDICCA BRACELET,0.6146613347843808,Long-Tail,Limit stock and avoid excessive local warehouse space
90161C,83,412.74,11,7.545454545454546,5.972665005902078,4.981255050505051,50,ANT COPPER LIME BOUDICCA BRACELET,0.7915580128303958,Long-Tail,Limit stock and avoid excessive local warehouse space
90161D,64,318.89,10,6.4,3.657564459825387,4.984666666666667,34,ANT COPPER PINK BOUDICCA BRACELET,0.5714944468477167,Long-Tail,Limit stock and avoid excessive local warehouse space
90162A,6,17.700000000000003,1,6.0,0.0,2.95,1,ANT SILVER TURQUOISE BOUDICCA RING,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
90162B,27,79.65,7,3.857142857142857,3.804758924845367,2.95,10,ANT SILVER LIME GREEN BOUDICCA RING,0.9864189805154655,Long-Tail,Limit stock and avoid excessive local warehouse space
90162C,14,41.300000000000004,5,2.8,0.8366600265340756,2.95,7,ANT SILVER FUSCHIA BOUDICCA RING,0.29880715233359845,Long-Tail,Limit stock and avoid excessive local warehouse space
90162D,10,29.500000000000004,3,3.3333333333333335,0.5773502691896257,2.9500000000000006,5,ANT SILVER PURPLE BOUDICCA RING,0.1732050807568877,Long-Tail,Limit stock and avoid excessive local warehouse space
90163A,12,90.32000000000001,5,2.4,0.8944271909999159,7.516,9,PINK ROSEBUD & PEARL NECKLACE,0.37267799624996495,Long-Tail,Limit stock and avoid excessive local warehouse space
90163B,7,52.72,4,1.75,0.9574271077563381,7.505,5,WHITE ROSEBUD & PEARL NECKLACE,0.5471012044321932,Long-Tail,Limit stock and avoid excessive local warehouse space
90164A,27,130.67,9,3.0,2.692582403567252,6.600555555555555,14,PINK ROSEBUD PEARL BRACELET,0.8975274678557507,Long-Tail,Limit stock and avoid excessive local warehouse space
90164B,38,140.98,8,4.75,6.386369413502032,6.357083333333334,15,WHITE  ROSEBUD PEARL BRACELET,1.3444988238951645,Long-Tail,Limit stock and avoid excessive local warehouse space
90165A,16,39.980000000000004,7,2.2857142857142856,0.9511897312113419,2.4971428571428573,15,PINK ROSEBUD PEARL EARRINGS,0.4161455074049621,Long-Tail,Limit stock and avoid excessive local warehouse space
90165B,19,47.43,9,2.111111111111111,1.536590742882148,2.4905555555555554,18,WHITE ROSEBUD  PEARL EARRINGS,0.7278587729441753,Long-Tail,Limit stock and avoid excessive local warehouse space
90166,21,88.03999999999999,9,2.3333333333333335,1.5811388300841898,4.182222222222222,15,PINK & WHITE ROSEBUD RING,0.6776309271789385,Long-Tail,Limit stock and avoid excessive local warehouse space
90167,10,8.5,1,10.0,0.0,0.85,1,BEADED LOVE HEART JEWELLERY SET,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
90168,18,52.56,7,2.5714285714285716,1.8126539343499317,2.915714285714286,12,2 DAISIES HAIR COMB,0.7049209744694178,Long-Tail,Limit stock and avoid excessive local warehouse space
90169,19,47.84,9,2.111111111111111,1.6914819275153699,2.501111111111111,11,DAISY HAIR COMB,0.8012282814546489,Long-Tail,Limit stock and avoid excessive local warehouse space
90170,85,140.32999999999998,10,8.5,5.254627590144815,1.652,37,DAISY HAIR BAND,0.6181914811935076,Long-Tail,Limit stock and avoid excessive local warehouse space
90173,32,120.34,8,4.0,6.164414002968976,3.7464583333333334,17,PAIR BUTTERFLY HAIR CLIPS,1.541103500742244,Long-Tail,Limit stock and avoid excessive local warehouse space
90174,38,95.42,9,4.222222222222222,3.192874010111336,2.506111111111111,21,BUTTERFLY HAIR BAND,0.7562070023947901,Long-Tail,Limit stock and avoid excessive local warehouse space
90175A,27,245.63,11,2.4545454545454546,1.694912172570388,9.118939393939394,25,WHITE GLASS CHUNKY CHARM BRACELET,0.6905197740101581,Long-Tail,Limit stock and avoid excessive local warehouse space
90175B,10,91.68,6,1.6666666666666667,0.816496580927726,9.175555555555556,9,PINK GLASS CHUNKY CHARM BRACELET,0.4898979485566356,Long-Tail,Limit stock and avoid excessive local warehouse space
90175C,9,80.55,4,2.25,0.49999999999999994,8.95,6,BLUE GLASS CHUNKY CHARM BRACELET,0.2222222222222222,Long-Tail,Limit stock and avoid excessive local warehouse space
90175D,23,210.04000000000002,10,2.3,1.4181364924121764,9.139,20,TIGRIS EYE CHUNKY CHARM BRACELET,0.6165810836574681,Long-Tail,Limit stock and avoid excessive local warehouse space
90176A,3,22.48,2,1.5,0.7071067811865476,7.49,2,CLASSIC DIAMANTE NECKLACE JET,0.47140452079103173,Long-Tail,Limit stock and avoid excessive local warehouse space
90176B,4,30.12,2,2.0,1.4142135623730951,7.5649999999999995,3,DIAMANTE NECKLACE BLACK,0.7071067811865476,Long-Tail,Limit stock and avoid excessive local warehouse space
90176C,3,23.32,2,1.5,0.7071067811865476,7.91,2,DIAMANTE NECKLACE,0.47140452079103173,Long-Tail,Limit stock and avoid excessive local warehouse space
90176D,7,52.5,4,1.75,0.5,7.5,4,DIAMANTE NECKLACE PURPLE,0.2857142857142857,Long-Tail,Limit stock and avoid excessive local warehouse space
90176E,4,29.98,3,1.3333333333333333,0.5773502691896257,7.493333333333333,3,DIAMANTE NECKLACE GREEN,0.4330127018922193,Long-Tail,Limit stock and avoid excessive local warehouse space
90177A,14,40.900000000000006,9,1.5555555555555556,1.6666666666666665,2.9055555555555554,9,CLASSIC DIAMANTE EARRINGS JET,1.0714285714285714,Long-Tail,Limit stock and avoid excessive local warehouse space
90177B,14,41.010000000000005,5,2.8,1.9235384061671343,2.9210000000000003,7,DROP DIAMANTE EARRINGS BLACK DIAMON,0.686978002202548,Long-Tail,Limit stock and avoid excessive local warehouse space
