stock_code,description,sku_class,avg_monthly_units,current_inventory,lead_time_days,safety_stock,reorder_point,recommended_replenishment_qty,inventory_risk,warehouse_strategy
22679,FRENCH BLUE METAL DOOR SIGN 4,Regular,56.92307692307692,13,21,15.0,55.0,42.0,Stockout Risk,Standard Replenishment Review
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,Regular,115.25,0,7,15.0,42.0,42.0,Stockout Risk,Standard Replenishment Review
37495,FAIRY CAKE BIRTHDAY CANDLE SET,Regular,33.84615384615385,5,30,13.0,47.0,42.0,Stockout Risk,Standard Replenishment Review
16161G,WRAP BAD HAIR DAY,Regular,77.77777777777777,38,21,24.0,78.0,40.0,Stockout Risk,Standard Replenishment Review
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,Regular,115.3,51,14,37.0,91.0,40.0,Stockout Risk,Standard Replenishment Review
22717,CARD DOG AND BALL,Regular,94.53846153846152,21,14,17.0,61.0,40.0,Stockout Risk,Standard Replenishment Review
23185,FRENCH STYLE STORAGE JAR JAM,Regular,39.625,1,21,13.0,41.0,40.0,Stockout Risk,Standard Replenishment Review
23407,SET OF 2 TRAYS HOME SWEET HOME,Regular,66.25,50,30,24.0,90.0,40.0,Stockout Risk,Standard Replenishment Review
84459B,YELLOW METAL CHICKEN HEART,Regular,144.2,104,21,43.0,144.0,40.0,Stockout Risk,Standard Replenishment Review
84596L,BISCUITS SMALL BOWL LIGHT BLUE,Regular,125.4,3,7,14.0,43.0,40.0,Stockout Risk,Standard Replenishment Review
85049C,ROMANTIC PINKS RIBBONS,Regular,93.46153846153848,50,21,25.0,90.0,40.0,Stockout Risk,Standard Replenishment Review
16052,TEATIME PUSH DOWN RUBBER,Regular,79.83333333333333,58,21,41.0,97.0,39.0,Stockout Risk,Standard Replenishment Review
20868,SILVER FABRIC MIRROR,Regular,41.63636363636363,11,21,21.0,50.0,39.0,Stockout Risk,Standard Replenishment Review
21626,VINTAGE UNION JACK PENNANT,Regular,66.16666666666667,35,21,28.0,74.0,39.0,Stockout Risk,Standard Replenishment Review
22044,CHRISTMAS CARD STACK OF PRESENTS,Regular,136.0,58,14,34.0,97.0,39.0,Stockout Risk,Standard Replenishment Review
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,Regular,63.0,6,14,16.0,45.0,39.0,Stockout Risk,Standard Replenishment Review
22304,COFFEE MUG BLUE PAISLEY DESIGN,Regular,63.416666666666664,13,14,22.0,52.0,39.0,Stockout Risk,Standard Replenishment Review
22400,MAGNETS PACK OF 4 HOME SWEET HOME,Regular,107.15384615384616,38,14,27.0,77.0,39.0,Stockout Risk,Standard Replenishment Review
22416,SET OF 36 DOILIES SPACEBOY DESIGN,Regular,66.76923076923077,11,14,19.0,50.0,39.0,Stockout Risk,Standard Replenishment Review
22452,MEASURING TAPE BABUSHKA PINK,Regular,55.53846153846154,20,21,20.0,59.0,39.0,Stockout Risk,Standard Replenishment Review
16225,RATTLE SNAKE EGGS,Regular,67.75,12,14,18.0,50.0,38.0,Stockout Risk,Standard Replenishment Review
21211,SET OF 72 SKULL PAPER  DOILIES,Regular,73.58333333333333,12,14,16.0,50.0,38.0,Stockout Risk,Standard Replenishment Review
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,Regular,67.15384615384616,8,14,15.0,46.0,38.0,Stockout Risk,Standard Replenishment Review
22700,BLACK AND WHITE DOG BOWL,Regular,119.6,58,14,40.0,96.0,38.0,Stockout Risk,Standard Replenishment Review
84817,DANISH ROSE DECORATIVE PLATE,Regular,73.15384615384616,16,14,20.0,54.0,38.0,Stockout Risk,Standard Replenishment Review
85186A,EASTER BUNNY GARLAND OF FLOWERS,Regular,113.4,5,7,17.0,43.0,38.0,Stockout Risk,Standard Replenishment Review
21096,SET/6 FRUIT SALAD  PAPER PLATES,Regular,114.45454545454544,88,21,45.0,125.0,37.0,Stockout Risk,Standard Replenishment Review
21823,PAINTED METAL HEART WITH HOLLY BELL,Regular,124.72727272727272,64,14,43.0,101.0,37.0,Stockout Risk,Standard Replenishment Review
21879,HEARTS GIFT TAPE,Regular,90.46153846153848,37,14,32.0,74.0,37.0,Stockout Risk,Standard Replenishment Review
22074,6 RIBBONS SHIMMERING PINKS,Regular,107.84615384615384,43,14,30.0,80.0,37.0,Stockout Risk,Standard Replenishment Review
22358,KINGS CHOICE TEA CADDY,Regular,53.69230769230769,16,21,15.0,53.0,37.0,Stockout Risk,Standard Replenishment Review
22363,GLASS JAR MARMALADE,Regular,36.92307692307692,3,21,14.0,40.0,37.0,Stockout Risk,Standard Replenishment Review
23457,LARGE PARLOUR PICTURE FRAME,Regular,37.333333333333336,0,21,11.0,37.0,37.0,Stockout Risk,Standard Replenishment Review
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",Regular,44.84615384615385,14,21,20.0,51.0,37.0,Stockout Risk,Standard Replenishment Review
85093,CANDY SPOT EGG WARMER HARE,Regular,59.0,11,14,20.0,48.0,37.0,Stockout Risk,Standard Replenishment Review
21123,SET/10 IVORY POLKADOT PARTY CANDLES,Regular,87.92307692307692,21,14,16.0,57.0,36.0,Stockout Risk,Standard Replenishment Review
22038,BOTANICAL LAVENDER GIFT WRAP,Regular,52.77777777777778,37,30,20.0,73.0,36.0,Stockout Risk,Standard Replenishment Review
22055,MINI CAKE STAND  HANGING STRAWBERY,Regular,105.76923076923076,69,21,31.0,105.0,36.0,Stockout Risk,Standard Replenishment Review
22675,FRENCH KITCHEN SIGN BLUE METAL,Regular,95.3846153846154,102,30,43.0,138.0,36.0,Stockout Risk,Standard Replenishment Review
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,Regular,85.66666666666667,32,14,28.0,68.0,36.0,Stockout Risk,Standard Replenishment Review
21068,VINTAGE BILLBOARD LOVE/HATE MUG,Regular,126.0,60,14,36.0,95.0,35.0,Stockout Risk,Standard Replenishment Review
22043,CHRISTMAS CARD SCREEN PRINT,Regular,137.55555555555554,15,7,18.0,50.0,35.0,Stockout Risk,Standard Replenishment Review
22211,WOOD STAMP SET FLOWERS,Regular,77.53846153846153,78,30,35.0,113.0,35.0,Stockout Risk,Standard Replenishment Review
22583,PACK OF 6 HANDBAG GIFT BOXES,Regular,44.07692307692308,9,21,13.0,44.0,35.0,Stockout Risk,Standard Replenishment Review
22931,BAKING MOULD HEART WHITE CHOCOLATE,Regular,62.53846153846154,36,21,27.0,71.0,35.0,Stockout Risk,Standard Replenishment Review
47574A,ENGLISH ROSE SCENTED HANGING FLOWER,Regular,49.81818181818182,3,14,15.0,38.0,35.0,Stockout Risk,Standard Replenishment Review
85032B,BLOSSOM IMAGES GIFT WRAP SET,Regular,71.45454545454545,9,14,11.0,44.0,35.0,Stockout Risk,Standard Replenishment Review
22755,SMALL PURPLE BABUSHKA NOTEBOOK,Regular,129.76923076923077,56,14,29.0,90.0,34.0,Stockout Risk,Standard Replenishment Review
23518,EMBROIDERED RIBBON REEL RACHEL,Regular,90.25,0,7,13.0,34.0,34.0,Stockout Risk,Standard Replenishment Review
22288,HANGING METAL RABBIT DECORATION,Regular,47.4,44,30,30.0,77.0,33.0,Stockout Risk,Standard Replenishment Review
22529,MAGIC DRAWING SLATE GO TO THE FAIR,Regular,65.46153846153847,14,14,16.0,47.0,33.0,Stockout Risk,Standard Replenishment Review
22982,PANTRY PASTRY BRUSH,Regular,115.4,85,21,37.0,118.0,33.0,Stockout Risk,Standard Replenishment Review
23566,EGG CUP MILKMAID HEIDI,Regular,293.6666666666667,59,7,23.0,92.0,33.0,Stockout Risk,Standard Replenishment Review
84531A,PINK KNITTED EGG COSY,Regular,36.75,52,45,30.0,85.0,33.0,Stockout Risk,Standard Replenishment Review
85230B,CINNAMON SCENTED VOTIVE CANDLE,Regular,107.33333333333331,40,14,23.0,73.0,33.0,Stockout Risk,Standard Replenishment Review
16169K,WRAP FOLK ART,Regular,50.0,1,14,10.0,33.0,32.0,Stockout Risk,Standard Replenishment Review
17084N,FAIRY DREAMS INCENSE,Regular,97.23076923076924,0,7,9.0,32.0,32.0,Stockout Risk,Standard Replenishment Review
20802,SMALL GLASS SUNDAE DISH CLEAR,Regular,61.583333333333336,33,21,22.0,65.0,32.0,Stockout Risk,Standard Replenishment Review
21066,VINTAGE RED MUG,Regular,54.0,62,30,40.0,94.0,32.0,Stockout Risk,Standard Replenishment Review
21417,COCKLE SHELL DISH,Regular,26.153846153846153,10,30,16.0,42.0,32.0,Stockout Risk,Standard Replenishment Review
21718,RED METAL BEACH SPADE,Regular,114.84615384615384,8,7,13.0,40.0,32.0,Stockout Risk,Standard Replenishment Review
22357,KINGS CHOICE BISCUIT TIN,Regular,36.0,3,21,10.0,35.0,32.0,Stockout Risk,Standard Replenishment Review
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,Regular,138.42857142857142,59,14,26.0,91.0,32.0,Stockout Risk,Standard Replenishment Review
84247G,"DECOUPAGE,GREETING CARD,",Regular,44.625,11,21,12.0,43.0,32.0,Stockout Risk,Standard Replenishment Review
17038,PORCELAIN BUDAH INCENSE HOLDER,Regular,117.3076923076923,8,7,12.0,39.0,31.0,Stockout Risk,Standard Replenishment Review
21774,DECORATIVE CATS BATHROOM BOTTLE,Regular,84.23076923076923,31,14,23.0,62.0,31.0,Stockout Risk,Standard Replenishment Review
22331,WOODLAND PARTY BAG + STICKER SET,Regular,141.53846153846155,63,14,28.0,94.0,31.0,Stockout Risk,Standard Replenishment Review
22364,GLASS JAR DIGESTIVE BISCUITS,Regular,47.38461538461539,0,14,9.0,31.0,31.0,Stockout Risk,Standard Replenishment Review
22472,TV DINNER TRAY DOLLY GIRL,Regular,24.615384615384617,6,30,12.0,37.0,31.0,Stockout Risk,Standard Replenishment Review
23220,REINDEER HEART DECORATION GOLD,Regular,141.85714285714286,68,14,33.0,99.0,31.0,Stockout Risk,Standard Replenishment Review
22396,MAGNETS PACK OF 4 RETRO PHOTO,Regular,94.3076923076923,3,7,11.0,33.0,30.0,Stockout Risk,Standard Replenishment Review
22483,RED GINGHAM TEDDY BEAR,Regular,59.23076923076923,10,14,12.0,40.0,30.0,Stockout Risk,Standard Replenishment Review
22664,TOY TIDY DOLLY GIRL DESIGN,Regular,54.84615384615385,46,30,21.0,76.0,30.0,Stockout Risk,Standard Replenishment Review
23033,DRAWER KNOB CERAMIC RED,Regular,102.0,5,7,11.0,35.0,30.0,Stockout Risk,Standard Replenishment Review
23125,6PC WOOD PLATE SET DISPOSABLE,Regular,76.5,62,21,38.0,92.0,30.0,Stockout Risk,Standard Replenishment Review
23357,HOT WATER BOTTLE SEX BOMB,Regular,90.0,29,14,17.0,59.0,30.0,Stockout Risk,Standard Replenishment Review
35954,SMALL FOLKART STAR CHRISTMAS DEC,Regular,155.625,83,14,40.0,113.0,30.0,Stockout Risk,Standard Replenishment Review
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,Regular,102.46153846153848,118,30,46.0,148.0,30.0,Stockout Risk,Standard Replenishment Review
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,Regular,61.9,45,21,32.0,75.0,30.0,Stockout Risk,Standard Replenishment Review
21903,MAN FLU METAL SIGN,Regular,89.23076923076923,56,21,23.0,85.0,29.0,Stockout Risk,Standard Replenishment Review
22064,PINK DOUGHNUT TRINKET POT,Regular,132.92307692307693,60,14,27.0,89.0,29.0,Stockout Risk,Standard Replenishment Review
22270,HAPPY EASTER HANGING DECORATION,Regular,27.0,12,30,14.0,41.0,29.0,Stockout Risk,Standard Replenishment Review
23474,WOODLAND SMALL BLUE FELT HEART,Regular,104.0,43,14,23.0,72.0,29.0,Stockout Risk,Standard Replenishment Review
51020A,SUMMER FUN DESIGN SHOWER CAP,Regular,65.0,49,21,32.0,78.0,29.0,Stockout Risk,Standard Replenishment Review
21107,CREAM SLICE FLANNEL PINK SPOT,Regular,69.3076923076923,21,14,17.0,49.0,28.0,Stockout Risk,Standard Replenishment Review
21159,MOODY BOY  DOOR HANGER,Regular,86.61538461538461,34,14,22.0,62.0,28.0,Stockout Risk,Standard Replenishment Review
21723,ALPHABET HEARTS STICKER SHEET,Regular,30.53846153846154,4,21,11.0,32.0,28.0,Stockout Risk,Standard Replenishment Review
22071,SMALL WHITE RETROSPOT MUG IN BOX,Regular,56.07692307692308,40,21,29.0,68.0,28.0,Stockout Risk,Standard Replenishment Review
22354,RETROSPOT PADDED SEAT CUSHION,Regular,57.69230769230769,52,30,22.0,80.0,28.0,Stockout Risk,Standard Replenishment Review
22461,SAVOY ART DECO CLOCK,Regular,26.555555555555557,14,30,15.0,42.0,28.0,Stockout Risk,Standard Replenishment Review
22922,FRIDGE MAGNETS US DINER ASSORTED,Regular,122.07692307692308,10,7,10.0,38.0,28.0,Stockout Risk,Standard Replenishment Review
23029,DRAWER KNOB CRACKLE GLAZE GREEN,Regular,193.1428571428571,33,7,16.0,61.0,28.0,Stockout Risk,Standard Replenishment Review
22233,JIGSAW RABBIT AND BIRDHOUSE,Regular,45.84615384615385,41,30,22.0,68.0,27.0,Stockout Risk,Standard Replenishment Review
22686,FRENCH BLUE METAL DOOR SIGN NO,Regular,76.38461538461539,50,21,24.0,77.0,27.0,Stockout Risk,Standard Replenishment Review
23179,CLOCK MAGNET MUM'S KITCHEN,Regular,32.4,24,30,19.0,51.0,27.0,Stockout Risk,Standard Replenishment Review
23567,EGG CUP HENRIETTA HEN PINK,Regular,70.33333333333333,21,14,15.0,48.0,27.0,Stockout Risk,Standard Replenishment Review
21724,PANDA AND BUNNIES STICKER SHEET,Regular,31.384615384615383,19,30,14.0,45.0,26.0,Stockout Risk,Standard Replenishment Review
22346,PARTY PIZZA DISH GREEN POLKADOT,Regular,103.4,49,14,27.0,75.0,26.0,Stockout Risk,Standard Replenishment Review
22359,GLASS JAR KINGS CHOICE,Regular,14.076923076923077,3,45,8.0,29.0,26.0,Stockout Risk,Standard Replenishment Review
23161,REGENCY CAKE FORK,Regular,214.375,115,14,41.0,141.0,26.0,Stockout Risk,Standard Replenishment Review
23327,HANGING CLEAR MINI BOTTLE,Regular,346.8,89,7,34.0,115.0,26.0,Stockout Risk,Standard Replenishment Review
23408,PHOTO FRAME LINEN AND LACE SMALL,Regular,77.5,0,7,8.0,26.0,26.0,Stockout Risk,Standard Replenishment Review
40001,WHITE BAMBOO RIBS LAMPSHADE,Regular,68.41666666666667,21,14,15.0,47.0,26.0,Stockout Risk,Standard Replenishment Review
44235,ASS COL CIRCLE MOBILE,Regular,53.8,18,14,19.0,44.0,26.0,Stockout Risk,Standard Replenishment Review
20840,FRENCH FLORAL CUSHION COVER,Regular,53.3,14,14,14.0,39.0,25.0,Stockout Risk,Standard Replenishment Review
21042,RED RETROSPOT APRON,Regular,25.692307692307693,1,21,8.0,26.0,25.0,Stockout Risk,Standard Replenishment Review
21291,SMALL POLKADOT CHOCOLATE GIFT BAG,Regular,78.58333333333333,2,7,9.0,27.0,25.0,Stockout Risk,Standard Replenishment Review
22229,BUNNY WOODEN PAINTED WITH FLOWER,Regular,47.333333333333336,45,30,23.0,70.0,25.0,Stockout Risk,Standard Replenishment Review
22261,FELT EGG COSY WHITE RABBIT,Regular,48.25,11,14,13.0,36.0,25.0,Stockout Risk,Standard Replenishment Review
22718,CARD CAT AND TREE,Regular,125.6153846153846,15,7,11.0,40.0,25.0,Stockout Risk,Standard Replenishment Review
22897,OVEN MITT APPLES DESIGN,Regular,103.84615384615384,118,30,39.0,143.0,25.0,Stockout Risk,Standard Replenishment Review
23401,RUSTIC MIRROR WITH LACE HEART,Regular,114.75,51,14,22.0,76.0,25.0,Stockout Risk,Standard Replenishment Review
85019B,BLOSSOM  IMAGES NOTEBOOK SET,Regular,46.54545454545455,8,14,11.0,33.0,25.0,Stockout Risk,Standard Replenishment Review
85130D,BEADED CRYSTAL HEART PINK LARGE,Regular,43.46153846153846,49,30,31.0,74.0,25.0,Stockout Risk,Standard Replenishment Review
22203,MILK PAN RED RETROSPOT,Regular,31.0,19,30,12.0,43.0,24.0,Stockout Risk,Standard Replenishment Review
35810A,ENAMEL PINK COFFEE CONTAINER,Regular,57.54545454545455,15,14,12.0,39.0,24.0,Stockout Risk,Standard Replenishment Review
84531B,BLUE KNITTED EGG COSY,Regular,38.75,17,21,14.0,41.0,24.0,Stockout Risk,Standard Replenishment Review
20674,GREEN POLKADOT BOWL,Regular,120.23076923076924,53,14,20.0,76.0,23.0,Stockout Risk,Standard Replenishment Review
20829,GLITTER HANGING BUTTERFLY STRING,Regular,101.07692307692308,82,21,34.0,105.0,23.0,Stockout Risk,Standard Replenishment Review
21318,GLASS CHALICE BLUE SMALL,Regular,115.66666666666669,70,14,39.0,93.0,23.0,Stockout Risk,Standard Replenishment Review
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,Regular,22.7,11,30,11.0,34.0,23.0,Stockout Risk,Standard Replenishment Review
21807,WHITE CHRISTMAS STAR DECORATION,Regular,62.57142857142857,0,7,8.0,23.0,23.0,Stockout Risk,Standard Replenishment Review
22216,T-LIGHT HOLDER WHITE LACE,Regular,45.23076923076923,10,14,12.0,33.0,23.0,Stockout Risk,Standard Replenishment Review
23217,LAUREL HEART ANTIQUE SILVER,Regular,187.0,102,14,38.0,125.0,23.0,Stockout Risk,Standard Replenishment Review
23224,CHERUB HEART DECORATION GOLD,Regular,105.42857142857144,50,14,24.0,73.0,23.0,Stockout Risk,Standard Replenishment Review
85087,CANDY SPOT CUSHION COVER,Regular,33.9,0,14,7.0,23.0,23.0,Stockout Risk,Standard Replenishment Review
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,Regular,53.46153846153846,64,30,33.0,86.0,22.0,Stockout Risk,Standard Replenishment Review
21927,BLUE/CREAM STRIPE CUSHION COVER,Regular,47.92307692307692,9,14,9.0,31.0,22.0,Stockout Risk,Standard Replenishment Review
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,Regular,49.25,85,45,33.0,107.0,22.0,Stockout Risk,Standard Replenishment Review
22473,TV DINNER TRAY VINTAGE PAISLEY,Regular,38.69230769230769,42,30,25.0,64.0,22.0,Stockout Risk,Standard Replenishment Review
22650,CERAMIC PIRATE CHEST MONEY BANK,Regular,65.46153846153847,68,30,25.0,90.0,22.0,Stockout Risk,Standard Replenishment Review
23481,PEARLISED IVORY HEART SMALL,Regular,76.0,54,21,23.0,76.0,22.0,Stockout Risk,Standard Replenishment Review
23513,EMBROIDERED RIBBON REEL SUSIE,Regular,141.5,30,7,19.0,52.0,22.0,Stockout Risk,Standard Replenishment Review
46776F,WOVEN ROSE GARDEN CUSHION COVER,Regular,16.153846153846153,2,30,8.0,24.0,22.0,Stockout Risk,Standard Replenishment Review
85049F,BABY BOOM RIBBONS,Regular,37.8,4,14,8.0,26.0,22.0,Stockout Risk,Standard Replenishment Review
85104,SILVER GLASS T-LIGHT SET,Regular,22.333333333333332,17,30,17.0,39.0,22.0,Stockout Risk,Standard Replenishment Review
85114B,IVORY ENCHANTED FOREST PLACEMAT,Regular,36.69230769230769,16,21,12.0,38.0,22.0,Stockout Risk,Standard Replenishment Review
85169A,IVORY LOVE BIRD CANDLE,Regular,62.46153846153846,82,30,42.0,104.0,22.0,Stockout Risk,Standard Replenishment Review
85169C,EAU DE NIL LOVE BIRD CANDLE,Regular,39.0,23,21,18.0,45.0,22.0,Stockout Risk,Standard Replenishment Review
21289,LARGE STRIPES CHOCOLATE GIFT BAG,Regular,47.25,30,21,18.0,51.0,21.0,Stockout Risk,Standard Replenishment Review
22040,BOTANICAL ROSE GIFT WRAP,Regular,65.9090909090909,22,14,12.0,43.0,21.0,Stockout Risk,Standard Replenishment Review
22862,LOVE HEART NAPKIN BOX,Regular,85.5,5,7,6.0,26.0,21.0,Stockout Risk,Standard Replenishment Review
22933,BAKING MOULD EASTER EGG MILK CHOC,Regular,85.45454545454545,119,30,55.0,140.0,21.0,Stockout Risk,Standard Replenishment Review
47591B,SCOTTIES CHILDRENS APRON,Regular,69.66666666666667,50,21,22.0,71.0,21.0,Stockout Risk,Standard Replenishment Review
72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,Regular,57.583333333333336,26,14,20.0,47.0,21.0,Stockout Risk,Standard Replenishment Review
85049a,TRADITIONAL CHRISTMAS RIBBONS,Regular,30.5,29,30,20.0,50.0,21.0,Stockout Risk,Standard Replenishment Review
85202,HANGING WOOD AND FELT HEART,Regular,56.0,42,21,24.0,63.0,21.0,Stockout Risk,Standard Replenishment Review
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,Regular,37.857142857142854,20,21,13.0,40.0,20.0,Stockout Risk,Standard Replenishment Review
21714,CITRONELLA CANDLE GARDEN POT,Regular,127.0,110,21,41.0,130.0,20.0,Stockout Risk,Standard Replenishment Review
22052,VINTAGE CARAVAN GIFT WRAP,Regular,108.33333333333331,94,21,38.0,114.0,20.0,Stockout Risk,Standard Replenishment Review
22057,CERAMIC PLATE STRAWBERRY DESIGN,Regular,44.92307692307692,11,14,10.0,31.0,20.0,Stockout Risk,Standard Replenishment Review
22176,BLUE OWL SOFT TOY,Regular,46.54545454545455,12,14,10.0,32.0,20.0,Stockout Risk,Standard Replenishment Review
22254,FELT TOADSTOOL LARGE,Regular,50.53846153846154,60,30,29.0,80.0,20.0,Stockout Risk,Standard Replenishment Review
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,Regular,32.07692307692308,3,14,8.0,23.0,20.0,Stockout Risk,Standard Replenishment Review
22640,SET OF 4 NAPKIN CHARMS 3 KEYS,Regular,18.23076923076923,7,30,9.0,27.0,20.0,Stockout Risk,Standard Replenishment Review
35912B,WHITE/PINK CHICK DECORATION,Regular,36.0,5,14,8.0,25.0,20.0,Stockout Risk,Standard Replenishment Review
84926D,LA PALMIERA TILE COASTER,Regular,70.9,51,21,21.0,71.0,20.0,Stockout Risk,Standard Replenishment Review
15060B,FAIRY CAKE DESIGN UMBRELLA,Regular,37.583333333333336,35,30,16.0,54.0,19.0,Stockout Risk,Standard Replenishment Review
20761,BLUE PAISLEY SKETCHBOOK,Regular,9.23076923076923,0,45,5.0,19.0,19.0,Stockout Risk,Standard Replenishment Review
20823,GOLD WINE GOBLET,Regular,54.666666666666664,19,14,12.0,38.0,19.0,Stockout Risk,Standard Replenishment Review
21112,"SWISS ROLL TOWEL, PINK  SPOTS",Regular,113.25,64,14,30.0,83.0,19.0,Stockout Risk,Standard Replenishment Review
21804,WHITE CHRISTMAS GARLAND STARS TREES,Regular,45.0,87,45,38.0,106.0,19.0,Stockout Risk,Standard Replenishment Review
21945,STRAWBERRIES  DESIGN FLANNEL,Regular,29.833333333333332,1,14,6.0,20.0,19.0,Stockout Risk,Standard Replenishment Review
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,Regular,44.84615384615385,13,14,11.0,32.0,19.0,Stockout Risk,Standard Replenishment Review
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,Regular,19.25,10,30,10.0,29.0,19.0,Stockout Risk,Standard Replenishment Review
22281,EASTER TREE YELLOW BIRDS,Regular,16.375,6,30,9.0,25.0,19.0,Stockout Risk,Standard Replenishment Review
22321,BIRD DECORATION RED RETROSPOT,Regular,68.6923076923077,50,21,21.0,69.0,19.0,Stockout Risk,Standard Replenishment Review
22375,AIRLINE BAG VINTAGE JET SET BROWN,Regular,26.615384615384617,7,21,7.0,26.0,19.0,Stockout Risk,Standard Replenishment Review
22389,PAPERWEIGHT SAVE THE PLANET,Regular,30.727272727272727,28,30,16.0,47.0,19.0,Stockout Risk,Standard Replenishment Review
22541,MINI JIGSAW LEAP FROG,Regular,38.69230769230769,11,14,12.0,30.0,19.0,Stockout Risk,Standard Replenishment Review
22747,POPPY'S PLAYHOUSE BATHROOM,Regular,73.38461538461539,29,14,14.0,48.0,19.0,Stockout Risk,Standard Replenishment Review
23539,WALL ART LOVES' SECRET,Regular,82.33333333333333,41,14,22.0,60.0,19.0,Stockout Risk,Standard Replenishment Review
37413,ICON MUG REVOLUTIONARY,Regular,63.90909090909091,25,14,14.0,44.0,19.0,Stockout Risk,Standard Replenishment Review
84251C,"GREETING CARD, TWO SISTERS.",Regular,15.875,8,30,11.0,27.0,19.0,Stockout Risk,Standard Replenishment Review
85230A,OPIUM SCENTED VOTIVE CANDLE,Regular,93.33333333333331,12,7,9.0,31.0,19.0,Stockout Risk,Standard Replenishment Review
20986,BLUE CALCULATOR RULER,Regular,50.30769230769231,103,45,46.0,121.0,18.0,Stockout Risk,Standard Replenishment Review
22050,PINK PAISLEY ROSE GIFT WRAP,Regular,94.23076923076924,77,21,29.0,95.0,18.0,Stockout Risk,Standard Replenishment Review
22863,SOAP DISH BROCANTE,Regular,55.30769230769231,20,14,12.0,38.0,18.0,Stockout Risk,Standard Replenishment Review
22914,BLUE COAT RACK PARIS FASHION,Regular,35.92307692307692,7,14,8.0,25.0,18.0,Stockout Risk,Standard Replenishment Review
23039,T-LIGHT HOLDER SILVER HEART HANDLE,Regular,28.428571428571427,24,30,14.0,42.0,18.0,Stockout Risk,Standard Replenishment Review
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,Regular,211.1428571428571,116,14,35.0,134.0,18.0,Stockout Risk,Standard Replenishment Review
23694,PAISLEY PARK CARD,Regular,188.0,106,14,36.0,124.0,18.0,Stockout Risk,Standard Replenishment Review
46118,FUNKY MONKEY CUSHION COVER,Regular,23.2,14,30,9.0,32.0,18.0,Stockout Risk,Standard Replenishment Review
71143,SILVER BOOK MARK WITH BEADS,Regular,25.428571428571427,43,45,23.0,61.0,18.0,Stockout Risk,Standard Replenishment Review
84821,DANISH ROSE DELUXE COASTER,Regular,71.92307692307692,61,21,29.0,79.0,18.0,Stockout Risk,Standard Replenishment Review
85088,CANDY SPOT HAND BAG,Regular,23.545454545454547,6,21,8.0,24.0,18.0,Stockout Risk,Standard Replenishment Review
21285,RETROSPOT CANDLE  MEDIUM,Regular,36.5,27,21,18.0,44.0,17.0,Stockout Risk,Standard Replenishment Review
22342,HOME GARLAND PAINTED ZINC,Regular,76.6923076923077,9,7,8.0,26.0,17.0,Stockout Risk,Standard Replenishment Review
22494,EMERGENCY FIRST AID TIN,Regular,83.6923076923077,65,21,23.0,82.0,17.0,Stockout Risk,Standard Replenishment Review
22496,SET OF 2 ROUND TINS DUTCH CHEESE,Regular,19.46153846153846,5,21,8.0,22.0,17.0,Stockout Risk,Standard Replenishment Review
23394,POSTE FRANCE CUSHION COVER,Regular,108.75,18,7,10.0,35.0,17.0,Stockout Risk,Standard Replenishment Review
35809A,ENAMEL PINK TEA CONTAINER,Regular,60.0,45,21,20.0,62.0,17.0,Stockout Risk,Standard Replenishment Review
75172,PAINTED SEA SHELL METAL WINDCHIME,Regular,23.25,10,21,11.0,27.0,17.0,Stockout Risk,Standard Replenishment Review
85116,BLACK CANDELABRA T-LIGHT HOLDER,Regular,85.54545454545455,114,30,45.0,131.0,17.0,Stockout Risk,Standard Replenishment Review
17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",Regular,14.166666666666666,14,45,9.0,30.0,16.0,Stockout Risk,Standard Replenishment Review
22025,RING OF ROSES BIRTHDAY CARD,Regular,141.15384615384616,77,14,27.0,93.0,16.0,Stockout Risk,Standard Replenishment Review
22532,MAGIC DRAWING SLATE LEAP FROG,Regular,82.46153846153847,110,30,44.0,126.0,16.0,Stockout Risk,Standard Replenishment Review
22737,RIBBON REEL CHRISTMAS PRESENT,Regular,106.76923076923076,64,14,30.0,80.0,16.0,Stockout Risk,Standard Replenishment Review
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,Regular,42.142857142857146,26,21,13.0,42.0,16.0,Stockout Risk,Standard Replenishment Review
23093,SMALL PARISIENNE HEART PHOTO FRAME,Regular,117.375,101,21,35.0,117.0,16.0,Stockout Risk,Standard Replenishment Review
