stock_code,description,sku_class,avg_monthly_units,current_inventory,inventory_coverage_days,inventory_risk,warehouse_strategy
90093,CLEAR CRYSTAL STAR PHONE CHARM,Long-Tail,5.777777777777778,74,384.2307692307692,Overstock Risk,Overstock Review / Reduce Replenishment
85135B,BLUE DRAGONFLY HELICOPTER,Long-Tail,7.222222222222222,92,382.15384615384613,Overstock Risk,Overstock Review / Reduce Replenishment
DCGSSGIRL,GIRLS PARTY BAG,Long-Tail,5.875,74,377.87234042553195,Overstock Risk,Overstock Review / Reduce Replenishment
84708B,PINK JEWELLED PHOTO FRAME,Long-Tail,6.2,78,377.4193548387097,Overstock Risk,Overstock Review / Reduce Replenishment
84675,FROG KING WATERING CAN,Long-Tail,9.0,113,376.6666666666667,Overstock Risk,Overstock Review / Reduce Replenishment
84927D,LA PALMIERA TILE HOOK,Long-Tail,6.714285714285714,84,375.3191489361702,Overstock Risk,Overstock Review / Reduce Replenishment
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,Long-Tail,4.0,50,375.0,Overstock Risk,Overstock Review / Reduce Replenishment
90183A,AMBER DROP EARRINGS W LONG BEADS,Long-Tail,4.0,50,375.0,Overstock Risk,Overstock Review / Reduce Replenishment
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,Long-Tail,5.2,65,375.0,Overstock Risk,Overstock Review / Reduce Replenishment
82011A,"BATHROOM SCALES, TROPICAL BEACH",Long-Tail,2.0,25,375.0,Overstock Risk,Overstock Review / Reduce Replenishment
35645,VINTAGE BEAD PINK JEWEL BOX,Long-Tail,2.0,25,375.0,Overstock Risk,Overstock Review / Reduce Replenishment
90076,MONTANA DIAMOND CLUSTER EARRINGS,Long-Tail,2.25,28,373.33333333333337,Overstock Risk,Overstock Review / Reduce Replenishment
20756,GREEN FERN POCKET BOOK,Long-Tail,7.875,98,373.3333333333333,Overstock Risk,Overstock Review / Reduce Replenishment
37333,"RETRO ""TEA FOR ONE""",Long-Tail,3.5,43,368.57142857142856,Overstock Risk,Overstock Review / Reduce Replenishment
84801B,WHITE HYDRANGEA ART FLOWER,Long-Tail,7.333333333333333,90,368.1818181818182,Overstock Risk,Overstock Review / Reduce Replenishment
90039B,FIRE POLISHED GLASS BRACELET MONTAN,Long-Tail,2.2,27,368.1818181818182,Overstock Risk,Overstock Review / Reduce Replenishment
90214D,"LETTER ""D"" BLING KEY RING",Long-Tail,5.230769230769231,64,367.05882352941177,Overstock Risk,Overstock Review / Reduce Replenishment
84854,GIRLY PINK TOOL SET,Long-Tail,5.0,61,366.0,Overstock Risk,Overstock Review / Reduce Replenishment
22194,BLACK DINER WALL CLOCK,Long-Tail,7.333333333333333,89,364.0909090909091,Overstock Risk,Overstock Review / Reduce Replenishment
72801d,4 SKY BLUE DINNER CANDLES,Long-Tail,5.769230769230769,70,364.0,Overstock Risk,Overstock Review / Reduce Replenishment
21413,PERIWINKLE T-LIGHT HOLDER,Long-Tail,6.857142857142857,83,363.125,Overstock Risk,Overstock Review / Reduce Replenishment
90214L,"LETTER ""L"" BLING KEY RING",Regular,8.545454545454545,103,361.59574468085106,Overstock Risk,Overstock Review / Reduce Replenishment
85124C,GREEN JUICY FRUIT PHOTO FRAME,Regular,9.4,113,360.6382978723404,Overstock Risk,Overstock Review / Reduce Replenishment
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,Long-Tail,6.666666666666667,80,360.0,Overstock Risk,Overstock Review / Reduce Replenishment
90112,PINK DOLLY HAIR CLIPS,Long-Tail,2.0,24,360.0,Overstock Risk,Overstock Review / Reduce Replenishment
84206B,CAT WITH SUNGLASSES BLANK CARD,Long-Tail,5.0,60,360.0,Overstock Risk,Overstock Review / Reduce Replenishment
84551,CROCHET DOG KEYRING,Long-Tail,6.5,78,360.0,Overstock Risk,Overstock Review / Reduce Replenishment
90037C,TINY CRYSTAL BRACELET BLUE,Long-Tail,1.25,15,360.0,Overstock Risk,Overstock Review / Reduce Replenishment
84984D,ORIENTAL RED CUSHION COVER,Long-Tail,3.25,39,360.0,Overstock Risk,Overstock Review / Reduce Replenishment
84712B,PINK JEWELLED PHOTO FRAME,Long-Tail,3.0,36,360.0,Overstock Risk,Overstock Review / Reduce Replenishment
90019A,SILVER M.O.P ORBIT BRACELET,Long-Tail,3.1666666666666665,38,360.0,Overstock Risk,Overstock Review / Reduce Replenishment
84751B,BLACK MEDIUM GLASS CAKE STAND,Long-Tail,4.25,51,360.0,Overstock Risk,Overstock Review / Reduce Replenishment
22881,NUMBER TILE VINTAGE FONT 2,Regular,7.846153846153846,94,359.4117647058823,Overstock Risk,Overstock Review / Reduce Replenishment
90010E,AMBER GLASS/SILVER BRACELET,Long-Tail,2.7777777777777777,33,356.40000000000003,Overstock Risk,Overstock Review / Reduce Replenishment
90169,DAISY HAIR COMB,Long-Tail,2.111111111111111,25,355.2631578947368,Overstock Risk,Overstock Review / Reduce Replenishment
85135A,YELLOW DRAGONFLY HELICOPTER,Long-Tail,6.333333333333333,75,355.2631578947368,Overstock Risk,Overstock Review / Reduce Replenishment
90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,Long-Tail,3.125,37,355.2,Overstock Risk,Overstock Review / Reduce Replenishment
21943,CAKES AND RABBITS DESIGN FLANNEL,Regular,9.916666666666666,117,353.9495798319328,Overstock Risk,Overstock Review / Reduce Replenishment
90123C,GREEN HEART OF GLASS BRACELET,Long-Tail,2.8,33,353.5714285714286,Overstock Risk,Overstock Review / Reduce Replenishment
23047,PAPER LANTERN 5 POINT SEQUIN STAR,Long-Tail,8.285714285714286,97,351.2068965517241,Overstock Risk,Overstock Review / Reduce Replenishment
40046A,RED DAISY PAPER LAMPSHADE,Long-Tail,10.0,117,351.0,Overstock Risk,Overstock Review / Reduce Replenishment
90214R,"LETTER ""R"" BLING KEY RING",Long-Tail,4.555555555555555,53,349.0243902439025,Overstock Risk,Overstock Review / Reduce Replenishment
21460,GREEN EASTER EGG HUNT START POST,Long-Tail,9.333333333333334,108,347.1428571428571,Overstock Risk,Overstock Review / Reduce Replenishment
85040a,S/4 PINK FLOWER CANDLES IN BOWL,Long-Tail,3.2,37,346.875,Overstock Risk,Overstock Review / Reduce Replenishment
84429A,MEDIUM PINK BUDDHA HEAD,Long-Tail,4.5,52,346.6666666666667,Overstock Risk,Overstock Review / Reduce Replenishment
21132,SILVER STANDING GNOME,Long-Tail,4.0,46,345.0,Overstock Risk,Overstock Review / Reduce Replenishment
79157B,UBO-LIGHT TRIOBASE BLUE,Long-Tail,2.0,23,345.0,Overstock Risk,Overstock Review / Reduce Replenishment
20671,BLUE TEATIME PRINT BOWL,Long-Tail,10.0,114,342.0,Overstock Risk,Overstock Review / Reduce Replenishment
84510a,SET OF 4 ENGLISH ROSE COASTERS,Long-Tail,7.571428571428571,86,340.7547169811321,Overstock Risk,Overstock Review / Reduce Replenishment
23069,EDWARDIAN PHOTO FRAME,Regular,9.77777777777778,111,340.56818181818176,Overstock Risk,Overstock Review / Reduce Replenishment
90200B,BLACK SWEETHEART BRACELET,Regular,7.153846153846154,81,339.6774193548387,Overstock Risk,Overstock Review / Reduce Replenishment
21418,STARFISH SOAP DISH,Long-Tail,6.7272727272727275,76,338.9189189189189,Overstock Risk,Overstock Review / Reduce Replenishment
35833P,4 PINK FLOCK CHRISTMAS BALLS,Long-Tail,7.0,79,338.57142857142856,Overstock Risk,Overstock Review / Reduce Replenishment
90013C,GREEN VINTAGE EARRINGS,Long-Tail,3.5454545454545454,40,338.46153846153845,Overstock Risk,Overstock Review / Reduce Replenishment
20960,WATERMELON BATH SPONGE,Long-Tail,9.666666666666666,109,338.2758620689656,Overstock Risk,Overstock Review / Reduce Replenishment
22415,WHITE TISSUE REAM,Long-Tail,9.5,107,337.89473684210526,Overstock Risk,Overstock Review / Reduce Replenishment
79403,FROSTED WHITE BASE,Regular,9.5,107,337.89473684210526,Overstock Risk,Overstock Review / Reduce Replenishment
85197,SET OF 12 MINI BUNNIES IN A BUCKET,Long-Tail,6.8,76,335.29411764705884,Overstock Risk,Overstock Review / Reduce Replenishment
79323B,BLACK CHERRY LIGHTS,Long-Tail,8.0,89,333.75,Overstock Risk,Overstock Review / Reduce Replenishment
44091A,BLUE CRUSOE CHECK LAMPSHADE,Long-Tail,4.5,50,333.33333333333337,Overstock Risk,Overstock Review / Reduce Replenishment
85163A,WHITE BAROQUE WALL CLOCK,Long-Tail,6.6,73,331.8181818181818,Overstock Risk,Overstock Review / Reduce Replenishment
72801D,4 SKY BLUE DINNER CANDLES,Long-Tail,8.333333333333334,92,331.2,Overstock Risk,Overstock Review / Reduce Replenishment
72811,SMALL ZINC/GLASS CANDLEHOLDER,Long-Tail,10.6,117,331.1320754716981,Overstock Risk,Overstock Review / Reduce Replenishment
90098,NECKLACE+BRACELET PINK BUTTERFLY,Long-Tail,5.8,64,331.0344827586207,Overstock Risk,Overstock Review / Reduce Replenishment
35922,EASTER BUNNY WREATH,Long-Tail,7.0,77,330.0,Overstock Risk,Overstock Review / Reduce Replenishment
20910,VINTAGE PHOTO ALBUM PARIS DAYS,Long-Tail,8.0,88,330.0,Overstock Risk,Overstock Review / Reduce Replenishment
84536a,ENGLISH ROSE NOTEBOOK A7 SIZE,Long-Tail,7.0,77,330.0,Overstock Risk,Overstock Review / Reduce Replenishment
84801A,PINK HYDRANGEA ART FLOWER,Long-Tail,9.2,101,329.34782608695656,Overstock Risk,Overstock Review / Reduce Replenishment
35647,VINTAGE BEAD PINK SHADE,Long-Tail,6.5,71,327.6923076923077,Overstock Risk,Overstock Review / Reduce Replenishment
84920,PINK FLOWER FABRIC PONY,Regular,9.583333333333334,104,325.5652173913043,Overstock Risk,Overstock Review / Reduce Replenishment
90179C,BLACK FINE BEAD NECKLACE W TASSEL,Long-Tail,1.2,13,325.0,Overstock Risk,Overstock Review / Reduce Replenishment
84711A,SILVER OVAL SHAPE TRINKET BOX,Long-Tail,2.5,27,324.0,Overstock Risk,Overstock Review / Reduce Replenishment
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,Regular,9.307692307692308,100,322.31404958677683,Overstock Risk,Overstock Review / Reduce Replenishment
72798C,SET/4 GARDEN ROSE DINNER CANDLE,Long-Tail,2.3333333333333335,25,321.42857142857144,Overstock Risk,Overstock Review / Reduce Replenishment
21332,MOROCCAN BEATEN METAL MIRROR,Long-Tail,2.7142857142857144,29,320.5263157894737,Overstock Risk,Overstock Review / Reduce Replenishment
90027A,GLASS BEAD HOOP EARRINGS BLACK,Long-Tail,3.0,32,320.0,Overstock Risk,Overstock Review / Reduce Replenishment
23015,CORDIAL GLASS JUG,Long-Tail,6.666666666666667,71,319.5,Overstock Risk,Overstock Review / Reduce Replenishment
35910A,MULTICOLOUR EASTER RABBIT,Long-Tail,6.666666666666667,71,319.5,Overstock Risk,Overstock Review / Reduce Replenishment
84666,SQUARE CHERRY BLOSSOM CABINET,Long-Tail,8.0,85,318.75,Overstock Risk,Overstock Review / Reduce Replenishment
84306,S/3 PINK SQUARE PLANTERS ROSES,Long-Tail,5.0,53,318.0,Overstock Risk,Overstock Review / Reduce Replenishment
90198A,VINTAGE ROSE BEAD BRACELET RASPBERR,Long-Tail,6.25,66,316.8,Overstock Risk,Overstock Review / Reduce Replenishment
20794,BLUE  TILE HOOK,Regular,8.25,87,316.3636363636363,Overstock Risk,Overstock Review / Reduce Replenishment
47367B,PAIR PADDED HANGERS PINK CHECK,Regular,11.2,118,316.0714285714286,Overstock Risk,Overstock Review / Reduce Replenishment
47341A,FUSCHIA TABLE RUN FLOWER,Long-Tail,6.75,71,315.55555555555554,Overstock Risk,Overstock Review / Reduce Replenishment
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,Long-Tail,10.666666666666666,112,315.00000000000006,Overstock Risk,Overstock Review / Reduce Replenishment
21657,MILK BOTTLE WITH GLASS STOPPER,Long-Tail,10.0,105,315.0,Overstock Risk,Overstock Review / Reduce Replenishment
84856S,SMALL TAHITI BEACH BAG,Long-Tail,4.0,42,315.0,Overstock Risk,Overstock Review / Reduce Replenishment
21750,LARGE SKULL WINDMILL,Regular,10.0,105,315.0,Overstock Risk,Overstock Review / Reduce Replenishment
90162A,ANT SILVER TURQUOISE BOUDICCA RING,Long-Tail,6.0,63,315.0,Overstock Risk,Overstock Review / Reduce Replenishment
84597B,RETRO BROWN BALL ASHTRAY,Long-Tail,8.2,86,314.6341463414634,Overstock Risk,Overstock Review / Reduce Replenishment
46000P,POLYESTER FILLER PAD 65CMX65CM,Long-Tail,4.5,47,313.33333333333337,Overstock Risk,Overstock Review / Reduce Replenishment
85168B,BLACK BAROQUE CARRIAGE CLOCK,Long-Tail,7.285714285714286,76,312.94117647058823,Overstock Risk,Overstock Review / Reduce Replenishment
90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,Long-Tail,3.5555555555555554,37,312.1875,Overstock Risk,Overstock Review / Reduce Replenishment
84865,NEW BAROQUE BLACK PHOTO ALBUM,Long-Tail,5.4,56,311.1111111111111,Overstock Risk,Overstock Review / Reduce Replenishment
90071,RUBY GLASS CLUSTER EARRINGS,Long-Tail,3.6666666666666665,38,310.90909090909093,Overstock Risk,Overstock Review / Reduce Replenishment
23614,SET 10 CARDS 12 DAYS WRAP  17058,Long-Tail,6.5,67,309.2307692307692,Overstock Risk,Overstock Review / Reduce Replenishment
90032,IVORY SHELL HEART NECKLACE,Long-Tail,3.5,36,308.57142857142856,Overstock Risk,Overstock Review / Reduce Replenishment
20766,GARDEN PATH SKETCHBOOK,Regular,9.384615384615383,96,306.8852459016394,Overstock Risk,Overstock Review / Reduce Replenishment
35004G,SET OF 3 GOLD FLYING DUCKS,Regular,11.545454545454543,118,306.61417322834654,Overstock Risk,Overstock Review / Reduce Replenishment
84924F,PSYCHEDELIC METAL SIGN CALENDAR,Long-Tail,10.0,101,303.0,Overstock Risk,Overstock Review / Reduce Replenishment
84387A,BIRD ON BRANCH CANVAS SCREEN,Long-Tail,11.0,111,302.72727272727275,Overstock Risk,Overstock Review / Reduce Replenishment
20997,ROSE DU SUD CUSHION COVER,Long-Tail,6.555555555555555,66,302.0338983050848,Overstock Risk,Overstock Review / Reduce Replenishment
90214C,"LETTER ""C"" BLING KEY RING",Regular,7.583333333333333,76,300.65934065934067,Overstock Risk,Overstock Review / Reduce Replenishment
84984A,GREEN PEONY CUSHION COVER,Long-Tail,3.8,38,300.00000000000006,Overstock Risk,Overstock Review / Reduce Replenishment
90131,PINK/AMETHYST/GOLD NECKLACE,Long-Tail,2.5,25,300.0,Overstock Risk,Overstock Review / Reduce Replenishment
90064A,WHITE VINTAGE CRYSTAL EARRINGS,Long-Tail,2.5,25,300.0,Overstock Risk,Overstock Review / Reduce Replenishment
23459,DOLLY CABINET 2 DRAWERS,Long-Tail,11.0,110,300.0,Overstock Risk,Overstock Review / Reduce Replenishment
90136,PALE PINK/AMETHYST STONE NECKLACE,Long-Tail,1.5,15,300.0,Overstock Risk,Overstock Review / Reduce Replenishment
47016,LIGHT DECORATION BATTERY OPERATED,Long-Tail,2.0,20,300.0,Overstock Risk,Overstock Review / Reduce Replenishment
90020,FILIGREE DIAMANTE CHAIN,Long-Tail,1.0,10,300.0,Overstock Risk,Overstock Review / Reduce Replenishment
90129E,PURPLE GLASS TASSLE BAG CHARM,Long-Tail,6.0,60,300.0,Overstock Risk,Overstock Review / Reduce Replenishment
90164A,PINK ROSEBUD PEARL BRACELET,Long-Tail,3.0,30,300.0,Overstock Risk,Overstock Review / Reduce Replenishment
21904,HOUSE WRECKING METAL SIGN,Long-Tail,8.333333333333334,83,298.8,Overstock Risk,Overstock Review / Reduce Replenishment
90214S,"LETTER ""S"" BLING KEY RING",Regular,7.833333333333333,78,298.7234042553191,Overstock Risk,Overstock Review / Reduce Replenishment
23019,SMALL APOTHECARY MEASURING JAR,Long-Tail,11.571428571428571,115,298.14814814814815,Overstock Risk,Overstock Review / Reduce Replenishment
21722,SWEET PUDDING STICKER SHEET,Regular,8.166666666666666,81,297.5510204081633,Overstock Risk,Overstock Review / Reduce Replenishment
84906,PINK B'FLY C/COVER W BOBBLES,Long-Tail,7.0,69,295.7142857142857,Overstock Risk,Overstock Review / Reduce Replenishment
21473,SWEETHEART CREAM STEEL TABLE RECT,Long-Tail,2.4545454545454546,24,293.3333333333333,Overstock Risk,Overstock Review / Reduce Replenishment
84360,TABLE LAMP WHITE SHADE WOOD BASE,Long-Tail,7.8,76,292.3076923076923,Overstock Risk,Overstock Review / Reduce Replenishment
47348A,FUSCHIA VOILE POINTY SHOE DEC,Regular,12.125,118,291.9587628865979,Overstock Risk,Overstock Review / Reduce Replenishment
84638,SMALL KITCHEN FLOWER POTS PLAQUE,Long-Tail,5.0,48,288.0,Overstock Risk,Overstock Review / Reduce Replenishment
20936,FORKED CACTUS CANDLE,Regular,10.0,96,288.0,Overstock Risk,Overstock Review / Reduce Replenishment
84968a,SET OF 16 VINTAGE ROSE CUTLERY,Long-Tail,1.6666666666666667,16,288.0,Overstock Risk,Overstock Review / Reduce Replenishment
20775,DAISY NOTEBOOK,Regular,11.166666666666666,107,287.4626865671642,Overstock Risk,Overstock Review / Reduce Replenishment
35916A,YELLOW FELT HANGING HEART W FLOWER,Long-Tail,10.875,104,286.89655172413796,Overstock Risk,Overstock Review / Reduce Replenishment
90082A,DIAMANTE BOW BROOCH GREEN COLOUR,Long-Tail,2.727272727272727,26,286.00000000000006,Overstock Risk,Overstock Review / Reduce Replenishment
84466,TOP SECRET PEN SET,Long-Tail,7.666666666666667,73,285.65217391304344,Overstock Risk,Overstock Review / Reduce Replenishment
22282,12 EGG HOUSE PAINTED WOOD,Regular,11.461538461538462,109,285.3020134228188,Overstock Risk,Overstock Review / Reduce Replenishment
23017,APOTHECARY MEASURING JAR,Long-Tail,9.571428571428571,91,285.22388059701495,Overstock Risk,Overstock Review / Reduce Replenishment
21253,SET OF PICTURE FRAME  STICKERS,Regular,10.307692307692308,98,285.2238805970149,Overstock Risk,Overstock Review / Reduce Replenishment
90050,CRACKED GLAZE NECKLACE IVORY,Long-Tail,2.0,19,285.0,Overstock Risk,Overstock Review / Reduce Replenishment
79329,PINK FLOCK GLASS CANDLEHOLDER,Long-Tail,6.0,57,285.0,Overstock Risk,Overstock Review / Reduce Replenishment
90200A,PURPLE SWEETHEART BRACELET,Long-Tail,6.0,57,285.0,Overstock Risk,Overstock Review / Reduce Replenishment
21425,SKULLS STORAGE BOX LARGE,Long-Tail,7.909090909090909,75,284.4827586206897,Overstock Risk,Overstock Review / Reduce Replenishment
72821,CUPID SCENTED CANDLE IN GLASS,Long-Tail,5.5,52,283.6363636363637,Overstock Risk,Overstock Review / Reduce Replenishment
20759,CHRYSANTHEMUM POCKET BOOK,Long-Tail,5.818181818181818,55,283.59375,Overstock Risk,Overstock Review / Reduce Replenishment
22877,NUMBER TILE COTTAGE GARDEN 9,Long-Tail,6.3,59,280.95238095238096,Overstock Risk,Overstock Review / Reduce Replenishment
90115,SUMMER BUTTERFLIES BAG CHARM,Long-Tail,10.8,101,280.55555555555554,Overstock Risk,Overstock Review / Reduce Replenishment
20782,CAMOUFLAGE EAR MUFF HEADPHONES,Long-Tail,5.888888888888889,55,280.188679245283,Overstock Risk,Overstock Review / Reduce Replenishment
48173c,DOORMAT BLACK FLOCK,Long-Tail,3.75,35,280.0,Overstock Risk,Overstock Review / Reduce Replenishment
23018,LARGE APOTHECARY MEASURING JAR,Long-Tail,8.5,79,278.8235294117647,Overstock Risk,Overstock Review / Reduce Replenishment
20898,VINTAGE NOTEBOOK TRAVELOGUE,Long-Tail,9.5,88,277.89473684210526,Overstock Risk,Overstock Review / Reduce Replenishment
21850,BLUE  DIAMANTE PEN IN GIFT BOX,Regular,11.727272727272728,108,276.27906976744185,Overstock Risk,Overstock Review / Reduce Replenishment
90051,CRACKED GLAZE NECKLACE RED,Long-Tail,2.5,23,276.0,Overstock Risk,Overstock Review / Reduce Replenishment
90146,FINE SILVER NECKLACE W PASTEL FLOWE,Long-Tail,2.8333333333333335,26,275.2941176470588,Overstock Risk,Overstock Review / Reduce Replenishment
84870C,GREEN GEISHA GIRL,Long-Tail,7.666666666666667,70,273.9130434782608,Overstock Risk,Overstock Review / Reduce Replenishment
22486,PLASMATRONIC LAMP,Long-Tail,8.875,81,273.80281690140845,Overstock Risk,Overstock Review / Reduce Replenishment
90030C,BROWN KUKUI COCONUT SEED NECKLACE,Long-Tail,12.833333333333334,117,273.5064935064935,Overstock Risk,Overstock Review / Reduce Replenishment
23467,VINTAGE ZINC PLANTER,Long-Tail,10.666666666666666,96,270.00000000000006,Overstock Risk,Overstock Review / Reduce Replenishment
90190A,SILVER/CRYSTAL DROP EARRINGS W LEAF,Long-Tail,2.6666666666666665,24,270.00000000000006,Overstock Risk,Overstock Review / Reduce Replenishment
84840,SWEETHEART CARRY-ALL BASKET,Long-Tail,2.0,18,270.0,Overstock Risk,Overstock Review / Reduce Replenishment
84881,BLUE WIRE SPIRAL CANDLE HOLDER,Long-Tail,3.0,27,270.0,Overstock Risk,Overstock Review / Reduce Replenishment
20845,ZINC HEART LATTICE 2 WALL PLANTER,Long-Tail,3.8,34,268.42105263157896,Overstock Risk,Overstock Review / Reduce Replenishment
90014B,GOLD M PEARL  ORBIT NECKLACE,Long-Tail,2.125,19,268.2352941176471,Overstock Risk,Overstock Review / Reduce Replenishment
21814,HEART T-LIGHT HOLDER,Long-Tail,12.333333333333334,110,267.56756756756755,Overstock Risk,Overstock Review / Reduce Replenishment
22769,CHALKBOARD KITCHEN ORGANISER,Long-Tail,5.5,49,267.2727272727273,Overstock Risk,Overstock Review / Reduce Replenishment
22880,NUMBER TILE VINTAGE FONT 1,Regular,8.083333333333334,72,267.2164948453608,Overstock Risk,Overstock Review / Reduce Replenishment
85124B,BLUE JUICY FRUIT PHOTO FRAME,Regular,7.75,69,267.09677419354836,Overstock Risk,Overstock Review / Reduce Replenishment
90040B,MURANO STYLE GLASS BRACELET BLACK,Long-Tail,4.5,40,266.6666666666667,Overstock Risk,Overstock Review / Reduce Replenishment
20769,DAISY JOURNAL,Long-Tail,8.0,71,266.25,Overstock Risk,Overstock Review / Reduce Replenishment
84609,TALL ROCOCO CANDLE HOLDER,Regular,11.625,103,265.80645161290323,Overstock Risk,Overstock Review / Reduce Replenishment
20821,GOLDIE LOOKING MIRROR,Long-Tail,2.8333333333333335,25,264.70588235294116,Overstock Risk,Overstock Review / Reduce Replenishment
90200E,GREEN SWEETHEART BRACELET,Regular,8.583333333333334,75,262.13592233009706,Overstock Risk,Overstock Review / Reduce Replenishment
90101,WHITE FRANGIPANI NECKLACE,Long-Tail,3.9,34,261.53846153846155,Overstock Risk,Overstock Review / Reduce Replenishment
84746,PINK EASTER HENS+FLOWER,Long-Tail,7.0,61,261.42857142857144,Overstock Risk,Overstock Review / Reduce Replenishment
22512,DOORSTOP RACING CAR DESIGN,Regular,13.555555555555555,118,261.1475409836066,Overstock Risk,Overstock Review / Reduce Replenishment
84877A,PINK ROUND COMPACT MIRROR,Long-Tail,13.333333333333334,115,258.75,Overstock Risk,Overstock Review / Reduce Replenishment
85114a,BLACK ENCHANTED FOREST PLACEMAT,Long-Tail,8.166666666666666,70,257.14285714285717,Overstock Risk,Overstock Review / Reduce Replenishment
84507B,STRIPES DESIGN MONKEY DOLL,Long-Tail,4.333333333333333,37,256.1538461538462,Overstock Risk,Overstock Review / Reduce Replenishment
85030,FRENCH CHATEAU OVAL PLATTER,Long-Tail,7.5,64,256.0,Overstock Risk,Overstock Review / Reduce Replenishment
20771,CHRYSANTHEMUM  JOURNAL,Regular,9.272727272727272,79,255.5882352941177,Overstock Risk,Overstock Review / Reduce Replenishment
72807a,SET/3 ROSE CANDLE IN JEWELLED BOX,Long-Tail,4.0,34,255.0,Overstock Risk,Overstock Review / Reduce Replenishment
17028J,INCENSE BAZAAR PEACH,Long-Tail,6.0,51,255.0,Overstock Risk,Overstock Review / Reduce Replenishment
21031,SPACE CADET BLACK,Long-Tail,6.5,55,253.84615384615384,Overstock Risk,Overstock Review / Reduce Replenishment
21324,HANGING MEDINA LANTERN SMALL,Long-Tail,13.5,114,253.33333333333331,Overstock Risk,Overstock Review / Reduce Replenishment
20758,ABSTRACT CIRCLES POCKET BOOK,Regular,12.23076923076923,103,252.64150943396226,Overstock Risk,Overstock Review / Reduce Replenishment
21392,RED POLKADOT PUDDING BOWL,Long-Tail,11.333333333333334,95,251.4705882352941,Overstock Risk,Overstock Review / Reduce Replenishment
23137,ZINC WIRE SWEETHEART LETTER TRAY,Long-Tail,9.22222222222222,77,250.48192771084345,Overstock Risk,Overstock Review / Reduce Replenishment
23449,SET OF 6 EASTER RAINBOW CHICKS,Long-Tail,12.0,100,250.0,Overstock Risk,Overstock Review / Reduce Replenishment
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,Long-Tail,9.875,82,249.1139240506329,Overstock Risk,Overstock Review / Reduce Replenishment
16202A,PASTEL PINK PHOTO ALBUM,Long-Tail,3.5,29,248.57142857142856,Overstock Risk,Overstock Review / Reduce Replenishment
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,Long-Tail,7.0,58,248.57142857142856,Overstock Risk,Overstock Review / Reduce Replenishment
90022,EDWARDIAN DROP EARRINGS JET BLACK,Long-Tail,2.6666666666666665,22,247.50000000000003,Overstock Risk,Overstock Review / Reduce Replenishment
37491B,BLUE/YELLOW CERAMIC CANDLE HOLDER,Long-Tail,4.0,33,247.5,Overstock Risk,Overstock Review / Reduce Replenishment
84984B,RED PEONY CUSHION COVER,Long-Tail,4.25,35,247.05882352941177,Overstock Risk,Overstock Review / Reduce Replenishment
35607A,PINK FLUFFY CHRISTMAS DECORATION,Long-Tail,13.0,107,246.9230769230769,Overstock Risk,Overstock Review / Reduce Replenishment
90161C,ANT COPPER LIME BOUDICCA BRACELET,Long-Tail,7.545454545454546,62,246.50602409638554,Overstock Risk,Overstock Review / Reduce Replenishment
20654,FIRST CLASS LUGGAGE TAG,Regular,11.692307692307692,96,246.31578947368422,Overstock Risk,Overstock Review / Reduce Replenishment
22868,NUMBER TILE COTTAGE GARDEN 0,Long-Tail,5.7272727272727275,47,246.19047619047618,Overstock Risk,Overstock Review / Reduce Replenishment
90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,Long-Tail,5.0,41,246.0,Overstock Risk,Overstock Review / Reduce Replenishment
72800B,4 PURPLE FLOCK DINNER CANDLES,Regular,11.833333333333334,97,245.91549295774647,Overstock Risk,Overstock Review / Reduce Replenishment
84688,BEACH HUT DESIGN BLACKBOARD,Long-Tail,8.2,67,245.1219512195122,Overstock Risk,Overstock Review / Reduce Replenishment
20666,ECONOMY HOLIDAY PURSE,Long-Tail,6.0,49,245.0,Overstock Risk,Overstock Review / Reduce Replenishment
22803,IVORY EMBROIDERED QUILT,Long-Tail,4.909090909090909,40,244.44444444444446,Overstock Risk,Overstock Review / Reduce Replenishment
22447,PIN CUSHION BABUSHKA BLUE,Regular,11.416666666666666,93,244.37956204379563,Overstock Risk,Overstock Review / Reduce Replenishment
21468,BUTTERFLY CROCHET FOOD COVER,Regular,13.454545454545457,109,243.04054054054052,Overstock Risk,Overstock Review / Reduce Replenishment
90019B,GOLD M.O.P ORBIT BRACELET,Long-Tail,2.0,16,240.0,Overstock Risk,Overstock Review / Reduce Replenishment
90191,SILVER LARIAT 40CM,Long-Tail,3.25,26,240.0,Overstock Risk,Overstock Review / Reduce Replenishment
21630,FLOOR CUSHION ELEPHANT CARNIVAL,Long-Tail,5.75,46,239.99999999999997,Overstock Risk,Overstock Review / Reduce Replenishment
84595E,LARGE TORTILLA DESIGN RED BOWL,Long-Tail,11.142857142857142,89,239.61538461538464,Overstock Risk,Overstock Review / Reduce Replenishment
