invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,invoice_date_only,invoice_month,invoice_week,revenue
570020,POST,POSTAGE,1,2011-10-07 10:18:00,18.0,12684.0,France,2011-10-07,2011-10,2011-10-03/2011-10-09,18.0
570026,POST,POSTAGE,1,2011-10-07 10:37:00,40.0,12781.0,Czech Republic,2011-10-07,2011-10,2011-10-03/2011-10-09,40.0
570082,POST,POSTAGE,7,2011-10-07 11:19:00,18.0,12524.0,Germany,2011-10-07,2011-10,2011-10-03/2011-10-09,126.0
570095,POST,POSTAGE,2,2011-10-07 11:57:00,18.0,12528.0,Germany,2011-10-07,2011-10,2011-10-03/2011-10-09,36.0
570187,DOT,DOTCOM POSTAGE,1,2011-10-07 15:09:00,255.81,,United Kingdom,2011-10-07,2011-10,2011-10-03/2011-10-09,255.81
570189,POST,POSTAGE,1,2011-10-07 15:15:00,18.0,12492.0,Germany,2011-10-07,2011-10,2011-10-03/2011-10-09,18.0
570191,POST,POSTAGE,1,2011-10-07 15:23:00,15.0,12778.0,Netherlands,2011-10-07,2011-10,2011-10-03/2011-10-09,15.0
570202,POST,POSTAGE,1,2011-10-07 16:21:00,6.32,,United Kingdom,2011-10-07,2011-10,2011-10-03/2011-10-09,6.32
570258,DOT,DOTCOM POSTAGE,1,2011-10-10 09:56:00,930.04,,United Kingdom,2011-10-10,2011-10,2011-10-10/2011-10-16,930.04
570267,POST,POSTAGE,1,2011-10-10 10:13:00,18.0,12682.0,France,2011-10-10,2011-10,2011-10-10/2011-10-16,18.0
570333,M,MANUAL,6,2011-10-10 12:19:00,0.39,18126.0,United Kingdom,2011-10-10,2011-10,2011-10-10/2011-10-16,2.34
570409,POST,POSTAGE,2,2011-10-10 13:03:00,18.0,12682.0,France,2011-10-10,2011-10,2011-10-10/2011-10-16,36.0
570417,POST,POSTAGE,1,2011-10-10 13:31:00,3.82,,United Kingdom,2011-10-10,2011-10,2011-10-10/2011-10-16,3.82
570446,POST,POSTAGE,2,2011-10-10 14:49:00,15.0,12431.0,Belgium,2011-10-10,2011-10,2011-10-10/2011-10-16,30.0
570448,M,MANUAL,3,2011-10-10 14:55:00,1.0,13224.0,United Kingdom,2011-10-10,2011-10,2011-10-10/2011-10-16,3.0
570452,POST,POSTAGE,2,2011-10-10 15:15:00,18.0,12427.0,Germany,2011-10-10,2011-10,2011-10-10/2011-10-16,36.0
570465,DOT,DOTCOM POSTAGE,1,2011-10-10 16:02:00,188.46,,United Kingdom,2011-10-10,2011-10,2011-10-10/2011-10-16,188.46
570475,M,MANUAL,12,2011-10-10 16:47:00,0.42,,United Kingdom,2011-10-10,2011-10,2011-10-10/2011-10-16,5.04
570479,M,MANUAL,1,2011-10-10 16:58:00,1.25,17589.0,United Kingdom,2011-10-10,2011-10,2011-10-10/2011-10-16,1.25
570488,DOT,DOTCOM POSTAGE,1,2011-10-10 17:12:00,635.01,14096.0,United Kingdom,2011-10-10,2011-10,2011-10-10/2011-10-16,635.01
570499,POST,POSTAGE,5,2011-10-11 09:19:00,28.0,12772.0,Portugal,2011-10-11,2011-10,2011-10-10/2011-10-16,140.0
570637,POST,POSTAGE,2,2011-10-11 12:34:00,18.0,12530.0,Germany,2011-10-11,2011-10,2011-10-10/2011-10-16,36.0
570640,POST,POSTAGE,2,2011-10-11 12:38:00,18.0,12474.0,Germany,2011-10-11,2011-10,2011-10-10/2011-10-16,36.0
570666,POST,POSTAGE,1,2011-10-11 14:24:00,18.0,13919.0,Denmark,2011-10-11,2011-10,2011-10-10/2011-10-16,18.0
570667,POST,POSTAGE,2,2011-10-11 14:33:00,15.0,12362.0,Belgium,2011-10-11,2011-10,2011-10-10/2011-10-16,30.0
570681,POST,POSTAGE,1,2011-10-11 15:45:00,6.0,12381.0,Norway,2011-10-11,2011-10,2011-10-10/2011-10-16,6.0
570685,M,MANUAL,18,2011-10-11 16:25:00,1.0,13208.0,United Kingdom,2011-10-11,2011-10,2011-10-10/2011-10-16,18.0
570688,DOT,DOTCOM POSTAGE,1,2011-10-11 16:29:00,199.04,,United Kingdom,2011-10-11,2011-10,2011-10-10/2011-10-16,199.04
570690,DOT,DOTCOM POSTAGE,1,2011-10-11 16:37:00,199.81,,United Kingdom,2011-10-11,2011-10,2011-10-10/2011-10-16,199.81
570705,M,MANUAL,18,2011-10-12 09:54:00,0.36,13208.0,United Kingdom,2011-10-12,2011-10,2011-10-10/2011-10-16,6.4799999999999995
570714,POST,POSTAGE,2,2011-10-12 10:20:00,40.0,13520.0,Switzerland,2011-10-12,2011-10,2011-10-10/2011-10-16,80.0
570718,POST,POSTAGE,2,2011-10-12 10:36:00,18.0,12518.0,Germany,2011-10-12,2011-10,2011-10-10/2011-10-16,36.0
570725,POST,POSTAGE,1,2011-10-12 11:30:00,4.5,12381.0,Norway,2011-10-12,2011-10,2011-10-10/2011-10-16,4.5
570754,POST,POSTAGE,1,2011-10-12 11:40:00,18.0,12633.0,Germany,2011-10-12,2011-10,2011-10-10/2011-10-16,18.0
570769,POST,POSTAGE,2,2011-10-12 11:43:00,18.0,12664.0,Finland,2011-10-12,2011-10,2011-10-10/2011-10-16,36.0
570784,POST,POSTAGE,1,2011-10-12 11:49:00,18.0,12569.0,Germany,2011-10-12,2011-10,2011-10-10/2011-10-16,18.0
570793,POST,POSTAGE,8,2011-10-12 12:08:00,40.0,12444.0,Norway,2011-10-12,2011-10,2011-10-10/2011-10-16,320.0
570798,POST,POSTAGE,2,2011-10-12 12:30:00,18.0,12679.0,France,2011-10-12,2011-10,2011-10-10/2011-10-16,36.0
570823,POST,POSTAGE,1,2011-10-12 12:54:00,18.0,12691.0,France,2011-10-12,2011-10,2011-10-10/2011-10-16,18.0
570841,POST,POSTAGE,2,2011-10-12 14:18:00,18.0,12553.0,France,2011-10-12,2011-10,2011-10-10/2011-10-16,36.0
570851,POST,POSTAGE,1,2011-10-12 14:46:00,18.0,12583.0,France,2011-10-12,2011-10,2011-10-10/2011-10-16,18.0
570871,DOT,DOTCOM POSTAGE,1,2011-10-12 16:36:00,218.93,,United Kingdom,2011-10-12,2011-10,2011-10-10/2011-10-16,218.93
570872,DOT,DOTCOM POSTAGE,1,2011-10-12 16:40:00,214.32,,United Kingdom,2011-10-12,2011-10,2011-10-10/2011-10-16,214.32
570875,POST,POSTAGE,4,2011-10-12 17:00:00,40.0,12667.0,Finland,2011-10-12,2011-10,2011-10-10/2011-10-16,160.0
570879,POST,POSTAGE,2,2011-10-13 08:42:00,18.0,12685.0,France,2011-10-13,2011-10,2011-10-10/2011-10-16,36.0
570881,POST,POSTAGE,2,2011-10-13 09:30:00,18.0,12498.0,Germany,2011-10-13,2011-10,2011-10-10/2011-10-16,36.0
571030,POST,POSTAGE,7,2011-10-13 12:26:00,15.0,12876.0,Belgium,2011-10-13,2011-10,2011-10-10/2011-10-16,105.0
571053,POST,POSTAGE,4,2011-10-13 13:53:00,40.0,12631.0,Finland,2011-10-13,2011-10,2011-10-10/2011-10-16,160.0
571061,DOT,DOTCOM POSTAGE,1,2011-10-13 14:33:00,852.25,,United Kingdom,2011-10-13,2011-10,2011-10-10/2011-10-16,852.25
571065,POST,POSTAGE,7,2011-10-13 14:59:00,18.0,12613.0,Germany,2011-10-13,2011-10,2011-10-10/2011-10-16,126.0
571082,DOT,DOTCOM POSTAGE,1,2011-10-13 15:25:00,213.13,,United Kingdom,2011-10-13,2011-10,2011-10-10/2011-10-16,213.13
571106,M,MANUAL,1,2011-10-13 16:14:00,1.0,14976.0,United Kingdom,2011-10-13,2011-10,2011-10-10/2011-10-16,1.0
571111,POST,POSTAGE,1,2011-10-13 16:37:00,15.0,14976.0,United Kingdom,2011-10-13,2011-10,2011-10-10/2011-10-16,15.0
571179,M,MANUAL,1,2011-10-14 10:42:00,40.0,15482.0,United Kingdom,2011-10-14,2011-10,2011-10-10/2011-10-16,40.0
571187,POST,POSTAGE,3,2011-10-14 11:39:00,18.0,12380.0,Belgium,2011-10-14,2011-10,2011-10-10/2011-10-16,54.0
571188,POST,POSTAGE,4,2011-10-14 11:42:00,28.0,12783.0,Portugal,2011-10-14,2011-10,2011-10-10/2011-10-16,112.0
571190,M,MANUAL,4,2011-10-14 11:43:00,0.12,17771.0,United Kingdom,2011-10-14,2011-10,2011-10-10/2011-10-16,0.48
571191,POST,POSTAGE,1,2011-10-14 11:44:00,15.0,17404.0,Sweden,2011-10-14,2011-10,2011-10-10/2011-10-16,15.0
571215,POST,POSTAGE,3,2011-10-14 12:57:00,18.0,13810.0,Germany,2011-10-14,2011-10,2011-10-10/2011-10-16,54.0
571223,M,MANUAL,1,2011-10-14 13:36:00,599.5,13810.0,Germany,2011-10-14,2011-10,2011-10-10/2011-10-16,599.5
571240,POST,POSTAGE,2,2011-10-14 14:55:00,18.0,12562.0,France,2011-10-14,2011-10,2011-10-10/2011-10-16,36.0
571257,DOT,DOTCOM POSTAGE,1,2011-10-14 17:17:00,271.18,,United Kingdom,2011-10-14,2011-10,2011-10-10/2011-10-16,271.18
571289,M,MANUAL,1,2011-10-16 15:27:00,0.39,15113.0,United Kingdom,2011-10-16,2011-10,2011-10-10/2011-10-16,0.39
571304,POST,POSTAGE,4,2011-10-17 09:37:00,18.0,12526.0,Germany,2011-10-17,2011-10,2011-10-17/2011-10-23,72.0
571305,DOT,DOTCOM POSTAGE,1,2011-10-17 09:55:00,657.29,,United Kingdom,2011-10-17,2011-10,2011-10-17/2011-10-23,657.29
571308,POST,POSTAGE,3,2011-10-17 10:10:00,18.0,12475.0,Germany,2011-10-17,2011-10,2011-10-17/2011-10-23,54.0
571312,POST,POSTAGE,4,2011-10-17 10:42:00,18.0,12474.0,Germany,2011-10-17,2011-10,2011-10-17/2011-10-23,72.0
571324,M,MANUAL,1,2011-10-17 11:08:00,283.02,12783.0,Portugal,2011-10-17,2011-10,2011-10-17/2011-10-23,283.02
571326,M,MANUAL,1,2011-10-17 11:11:00,339.02,12783.0,Portugal,2011-10-17,2011-10,2011-10-17/2011-10-23,339.02
571328,POST,POSTAGE,7,2011-10-17 11:27:00,18.0,12473.0,Germany,2011-10-17,2011-10,2011-10-17/2011-10-23,126.0
571441,DOT,DOTCOM POSTAGE,1,2011-10-17 13:31:00,743.62,14096.0,United Kingdom,2011-10-17,2011-10,2011-10-17/2011-10-23,743.62
571445,POST,POSTAGE,2,2011-10-17 13:44:00,18.0,12463.0,Belgium,2011-10-17,2011-10,2011-10-17/2011-10-23,36.0
571465,M,MANUAL,1,2011-10-17 14:29:00,0.85,14830.0,United Kingdom,2011-10-17,2011-10,2011-10-17/2011-10-23,0.85
571508,DOT,DOTCOM POSTAGE,1,2011-10-17 15:27:00,195.06,,United Kingdom,2011-10-17,2011-10,2011-10-17/2011-10-23,195.06
571556,POST,POSTAGE,2,2011-10-18 09:24:00,18.0,12662.0,Germany,2011-10-18,2011-10,2011-10-17/2011-10-23,36.0
571658,POST,POSTAGE,3,2011-10-18 12:48:00,18.0,12621.0,Germany,2011-10-18,2011-10,2011-10-17/2011-10-23,54.0
571665,POST,POSTAGE,3,2011-10-18 12:59:00,28.0,12540.0,Spain,2011-10-18,2011-10,2011-10-17/2011-10-23,84.0
571697,POST,POSTAGE,3,2011-10-18 14:49:00,15.0,12759.0,Netherlands,2011-10-18,2011-10,2011-10-17/2011-10-23,45.0
571705,POST,POSTAGE,3,2011-10-18 15:22:00,40.0,12360.0,Austria,2011-10-18,2011-10,2011-10-17/2011-10-23,120.0
571713,DOT,DOTCOM POSTAGE,1,2011-10-18 16:58:00,243.87,,United Kingdom,2011-10-18,2011-10,2011-10-17/2011-10-23,243.87
571714,DOT,DOTCOM POSTAGE,1,2011-10-18 17:00:00,127.89,,United Kingdom,2011-10-18,2011-10,2011-10-17/2011-10-23,127.89
571716,DOT,DOTCOM POSTAGE,1,2011-10-18 17:05:00,206.38,,United Kingdom,2011-10-18,2011-10,2011-10-17/2011-10-23,206.38
571724,POST,POSTAGE,3,2011-10-19 08:20:00,18.0,12572.0,Germany,2011-10-19,2011-10,2011-10-17/2011-10-23,54.0
571729,POST,POSTAGE,1,2011-10-19 09:43:00,18.0,12500.0,Germany,2011-10-19,2011-10,2011-10-17/2011-10-23,18.0
571751,M,MANUAL,1,2011-10-19 11:18:00,3949.32,12744.0,Singapore,2011-10-19,2011-10,2011-10-17/2011-10-23,3949.32
571751,M,MANUAL,1,2011-10-19 11:18:00,2118.74,12744.0,Singapore,2011-10-19,2011-10,2011-10-17/2011-10-23,2118.74
571797,DOT,DOTCOM POSTAGE,1,2011-10-19 11:41:00,868.21,,United Kingdom,2011-10-19,2011-10,2011-10-17/2011-10-23,868.21
571824,POST,POSTAGE,6,2011-10-19 11:49:00,18.0,12472.0,Germany,2011-10-19,2011-10,2011-10-17/2011-10-23,108.0
571851,POST,POSTAGE,4,2011-10-19 13:02:00,28.0,12596.0,Spain,2011-10-19,2011-10,2011-10-17/2011-10-23,112.0
571883,M,MANUAL,6,2011-10-19 13:58:00,0.39,14704.0,United Kingdom,2011-10-19,2011-10,2011-10-17/2011-10-23,2.34
571900,BANK CHARGES,BANK CHARGES,1,2011-10-19 14:26:00,15.0,13263.0,United Kingdom,2011-10-19,2011-10,2011-10-17/2011-10-23,15.0
571904,POST,POSTAGE,1,2011-10-19 14:41:00,18.0,12522.0,Germany,2011-10-19,2011-10,2011-10-17/2011-10-23,18.0
571909,M,MANUAL,1,2011-10-19 15:08:00,4.95,15006.0,United Kingdom,2011-10-19,2011-10,2011-10-17/2011-10-23,4.95
571923,POST,POSTAGE,2,2011-10-19 16:24:00,18.0,12685.0,France,2011-10-19,2011-10,2011-10-17/2011-10-23,36.0
571931,DOT,DOTCOM POSTAGE,1,2011-10-19 16:59:00,230.59,,United Kingdom,2011-10-19,2011-10,2011-10-17/2011-10-23,230.59
572054,POST,POSTAGE,2,2011-10-20 12:31:00,18.0,12642.0,Germany,2011-10-20,2011-10,2011-10-17/2011-10-23,36.0
572056,POST,POSTAGE,1,2011-10-20 12:40:00,35.0,17402.0,United Kingdom,2011-10-20,2011-10,2011-10-17/2011-10-23,35.0
572060,POST,POSTAGE,1,2011-10-20 12:52:00,18.0,12569.0,Germany,2011-10-20,2011-10,2011-10-17/2011-10-23,18.0
572061,POST,POSTAGE,2,2011-10-20 12:53:00,18.0,12474.0,Germany,2011-10-20,2011-10,2011-10-17/2011-10-23,36.0
572072,POST,POSTAGE,1,2011-10-20 13:40:00,1.36,,United Kingdom,2011-10-20,2011-10,2011-10-17/2011-10-23,1.36
572087,POST,POSTAGE,6,2011-10-20 14:30:00,18.0,12683.0,France,2011-10-20,2011-10,2011-10-17/2011-10-23,108.0
572103,M,MANUAL,1,2011-10-20 15:57:00,1.25,17571.0,United Kingdom,2011-10-20,2011-10,2011-10-17/2011-10-23,1.25
572133,POST,POSTAGE,2,2011-10-21 10:11:00,18.0,12407.0,Belgium,2011-10-21,2011-10,2011-10-17/2011-10-23,36.0
572184,POST,POSTAGE,2,2011-10-21 10:51:00,18.0,12403.0,Denmark,2011-10-21,2011-10,2011-10-17/2011-10-23,36.0
572233,POST,POSTAGE,7,2011-10-21 14:41:00,15.0,14646.0,Netherlands,2011-10-21,2011-10,2011-10-17/2011-10-23,105.0
572241,POST,POSTAGE,1,2011-10-21 15:20:00,18.0,12712.0,Germany,2011-10-21,2011-10,2011-10-17/2011-10-23,18.0
572293,M,MANUAL,1,2011-10-23 13:02:00,50.0,12748.0,United Kingdom,2011-10-23,2011-10,2011-10-17/2011-10-23,50.0
572316,M,MANUAL,1,2011-10-23 16:13:00,0.38,17836.0,United Kingdom,2011-10-23,2011-10,2011-10-17/2011-10-23,0.38
572344,M,MANUAL,456,2011-10-24 10:43:00,1.5,14607.0,United Kingdom,2011-10-24,2011-10,2011-10-24/2011-10-30,684.0
572344,M,MANUAL,48,2011-10-24 10:43:00,1.5,14607.0,United Kingdom,2011-10-24,2011-10,2011-10-24/2011-10-30,72.0
572423,M,MANUAL,1,2011-10-24 12:02:00,464.9,16742.0,United Kingdom,2011-10-24,2011-10,2011-10-24/2011-10-30,464.9
572442,POST,POSTAGE,2,2011-10-24 12:09:00,28.0,12546.0,Spain,2011-10-24,2011-10,2011-10-24/2011-10-30,56.0
572540,DOT,DOTCOM POSTAGE,1,2011-10-24 16:17:00,743.96,,United Kingdom,2011-10-24,2011-10,2011-10-24/2011-10-30,743.96
572549,DOT,DOTCOM POSTAGE,1,2011-10-24 17:03:00,235.98,,United Kingdom,2011-10-24,2011-10,2011-10-24/2011-10-30,235.98
572550,DOT,DOTCOM POSTAGE,1,2011-10-24 17:06:00,215.13,,United Kingdom,2011-10-24,2011-10,2011-10-24/2011-10-30,215.13
572552,DOT,DOTCOM POSTAGE,1,2011-10-24 17:07:00,638.3,14096.0,United Kingdom,2011-10-24,2011-10,2011-10-24/2011-10-30,638.3
572553,DOT,DOTCOM POSTAGE,1,2011-10-24 17:09:00,276.48,,United Kingdom,2011-10-24,2011-10,2011-10-24/2011-10-30,276.48
572560,POST,POSTAGE,8,2011-10-25 08:45:00,18.0,12476.0,Germany,2011-10-25,2011-10,2011-10-24/2011-10-30,144.0
572567,POST,POSTAGE,5,2011-10-25 10:27:00,40.0,12398.0,Switzerland,2011-10-25,2011-10,2011-10-24/2011-10-30,200.0
572656,M,MANUAL,288,2011-10-25 12:22:00,1.5,14607.0,United Kingdom,2011-10-25,2011-10,2011-10-24/2011-10-30,432.0
572665,POST,POSTAGE,1,2011-10-25 13:02:00,4.48,,United Kingdom,2011-10-25,2011-10,2011-10-24/2011-10-30,4.48
572682,M,MANUAL,72,2011-10-25 13:52:00,0.39,17928.0,United Kingdom,2011-10-25,2011-10,2011-10-24/2011-10-30,28.080000000000002
572696,M,MANUAL,1,2011-10-25 14:23:00,250.0,17857.0,United Kingdom,2011-10-25,2011-10,2011-10-24/2011-10-30,250.0
572758,DOT,DOTCOM POSTAGE,1,2011-10-25 18:39:00,246.54,,United Kingdom,2011-10-25,2011-10,2011-10-24/2011-10-30,246.54
572770,POST,POSTAGE,9,2011-10-26 10:16:00,40.0,12371.0,Switzerland,2011-10-26,2011-10,2011-10-24/2011-10-30,360.0
572832,M,MANUAL,1,2011-10-26 11:40:00,1.0,16454.0,United Kingdom,2011-10-26,2011-10,2011-10-24/2011-10-30,1.0
572886,POST,POSTAGE,3,2011-10-26 13:46:00,28.0,12448.0,Spain,2011-10-26,2011-10,2011-10-24/2011-10-30,84.0
572887,POST,POSTAGE,4,2011-10-26 13:47:00,15.0,12362.0,Belgium,2011-10-26,2011-10,2011-10-24/2011-10-30,60.0
572894,POST,POSTAGE,1,2011-10-26 14:39:00,18.0,12569.0,Germany,2011-10-26,2011-10,2011-10-24/2011-10-30,18.0
572895,POST,POSTAGE,1,2011-10-26 14:39:00,18.0,12569.0,Germany,2011-10-26,2011-10,2011-10-24/2011-10-30,18.0
572896,POST,POSTAGE,4,2011-10-26 14:41:00,40.0,12456.0,Switzerland,2011-10-26,2011-10,2011-10-24/2011-10-30,160.0
572897,DOT,DOTCOM POSTAGE,1,2011-10-26 14:42:00,1016.58,,United Kingdom,2011-10-26,2011-10,2011-10-24/2011-10-30,1016.58
572934,POST,POSTAGE,4,2011-10-27 10:18:00,40.0,12610.0,Italy,2011-10-27,2011-10,2011-10-24/2011-10-30,160.0
572964,POST,POSTAGE,3,2011-10-27 10:41:00,40.0,12630.0,Finland,2011-10-27,2011-10,2011-10-24/2011-10-30,120.0
572986,POST,POSTAGE,3,2011-10-27 10:51:00,18.0,12681.0,France,2011-10-27,2011-10,2011-10-24/2011-10-30,54.0
572992,POST,POSTAGE,2,2011-10-27 10:57:00,18.0,12681.0,France,2011-10-27,2011-10,2011-10-24/2011-10-30,36.0
573036,POST,POSTAGE,2,2011-10-27 13:44:00,18.0,12437.0,France,2011-10-27,2011-10,2011-10-24/2011-10-30,36.0
573077,M,MANUAL,1,2011-10-27 14:13:00,4161.06,12536.0,France,2011-10-27,2011-10,2011-10-24/2011-10-30,4161.06
573080,M,MANUAL,1,2011-10-27 14:20:00,4161.06,12536.0,France,2011-10-27,2011-10,2011-10-24/2011-10-30,4161.06
573106,POST,POSTAGE,1,2011-10-27 15:05:00,18.0,12626.0,Germany,2011-10-27,2011-10,2011-10-24/2011-10-30,18.0
573108,POST,POSTAGE,1,2011-10-27 15:09:00,40.0,12430.0,Norway,2011-10-27,2011-10,2011-10-24/2011-10-30,40.0
573136,POST,POSTAGE,2,2011-10-27 17:00:00,18.0,12709.0,Germany,2011-10-27,2011-10,2011-10-24/2011-10-30,36.0
573137,DOT,DOTCOM POSTAGE,1,2011-10-27 17:15:00,188.89,,United Kingdom,2011-10-27,2011-10,2011-10-24/2011-10-30,188.89
573153,POST,POSTAGE,3,2011-10-28 07:39:00,145.0,12678.0,France,2011-10-28,2011-10,2011-10-24/2011-10-30,435.0
573173,POST,POSTAGE,4,2011-10-28 10:10:00,15.0,12362.0,Belgium,2011-10-28,2011-10,2011-10-24/2011-10-30,60.0
573284,POST,POSTAGE,1,2011-10-28 14:27:00,18.0,13812.0,Germany,2011-10-28,2011-10,2011-10-24/2011-10-30,18.0
573289,POST,POSTAGE,4,2011-10-28 14:44:00,18.0,12705.0,Germany,2011-10-28,2011-10,2011-10-24/2011-10-30,72.0
573307,POST,POSTAGE,1,2011-10-28 16:24:00,11.27,,United Kingdom,2011-10-28,2011-10,2011-10-24/2011-10-30,11.27
573310,DOT,DOTCOM POSTAGE,1,2011-10-28 16:44:00,6.63,,United Kingdom,2011-10-28,2011-10,2011-10-24/2011-10-30,6.63
573311,M,MANUAL,8,2011-10-28 16:45:00,0.39,14071.0,United Kingdom,2011-10-28,2011-10,2011-10-24/2011-10-30,3.12
573313,DOT,DOTCOM POSTAGE,1,2011-10-28 16:46:00,3.29,,United Kingdom,2011-10-28,2011-10,2011-10-24/2011-10-30,3.29
573328,M,MANUAL,3,2011-10-30 11:09:00,0.39,16601.0,United Kingdom,2011-10-30,2011-10,2011-10-24/2011-10-30,1.17
573333,POST,POSTAGE,2,2011-10-30 11:34:00,40.0,12483.0,Sweden,2011-10-30,2011-10,2011-10-24/2011-10-30,80.0
573340,M,MANUAL,3,2011-10-30 11:55:00,0.79,14159.0,United Kingdom,2011-10-30,2011-10,2011-10-24/2011-10-30,2.37
573345,M,MANUAL,25,2011-10-30 12:14:00,0.2,17609.0,United Kingdom,2011-10-30,2011-10,2011-10-24/2011-10-30,5.0
573362,POST,POSTAGE,10,2011-10-30 13:06:00,28.0,12597.0,Spain,2011-10-30,2011-10,2011-10-24/2011-10-30,280.0
573401,POST,POSTAGE,2,2011-10-30 15:43:00,15.0,12364.0,Belgium,2011-10-30,2011-10,2011-10-24/2011-10-30,30.0
573402,POST,POSTAGE,1,2011-10-30 15:44:00,18.0,12494.0,France,2011-10-30,2011-10,2011-10-24/2011-10-30,18.0
573417,POST,POSTAGE,1,2011-10-31 08:56:00,18.0,12581.0,Germany,2011-10-31,2011-10,2011-10-31/2011-11-06,18.0
573430,POST,POSTAGE,3,2011-10-31 10:38:00,18.0,13813.0,Germany,2011-10-31,2011-10,2011-10-31/2011-11-06,54.0
573553,DOT,DOTCOM POSTAGE,1,2011-10-31 13:48:00,757.63,,United Kingdom,2011-10-31,2011-10,2011-10-31/2011-11-06,757.63
573576,DOT,DOTCOM POSTAGE,1,2011-10-31 14:09:00,901.58,14096.0,United Kingdom,2011-10-31,2011-10,2011-10-31/2011-11-06,901.58
573580,DOT,DOTCOM POSTAGE,1,2011-10-31 14:21:00,254.42,,United Kingdom,2011-10-31,2011-10,2011-10-31/2011-11-06,254.42
573585,DOT,DOTCOM POSTAGE,1,2011-10-31 14:41:00,2019.05,,United Kingdom,2011-10-31,2011-10,2011-10-31/2011-11-06,2019.05
573586,BANK CHARGES,BANK CHARGES,1,2011-10-31 14:48:00,15.0,14704.0,United Kingdom,2011-10-31,2011-10,2011-10-31/2011-11-06,15.0
573588,POST,POSTAGE,1,2011-10-31 15:01:00,40.0,12588.0,Finland,2011-10-31,2011-10,2011-10-31/2011-11-06,40.0
573589,POST,POSTAGE,1,2011-10-31 15:11:00,0.55,,United Kingdom,2011-10-31,2011-10,2011-10-31/2011-11-06,0.55
573601,DOT,DOTCOM POSTAGE,1,2011-10-31 15:24:00,511.25,,United Kingdom,2011-10-31,2011-10,2011-10-31/2011-11-06,511.25
573629,POST,POSTAGE,1,2011-10-31 15:30:00,18.0,12522.0,Germany,2011-10-31,2011-10,2011-10-31/2011-11-06,18.0
573633,DOT,DOTCOM POSTAGE,1,2011-10-31 15:48:00,98.79,,United Kingdom,2011-10-31,2011-10,2011-10-31/2011-11-06,98.79
573656,POST,POSTAGE,3,2011-10-31 16:02:00,15.0,12417.0,Belgium,2011-10-31,2011-10,2011-10-31/2011-11-06,45.0
573669,POST,POSTAGE,1,2011-10-31 16:49:00,2.46,,United Kingdom,2011-10-31,2011-10,2011-10-31/2011-11-06,2.46
573768,POST,POSTAGE,3,2011-11-01 10:02:00,40.0,12552.0,Italy,2011-11-01,2011-11,2011-10-31/2011-11-06,120.0
573867,POST,POSTAGE,2,2011-11-01 12:12:00,18.0,12674.0,France,2011-11-01,2011-11,2011-10-31/2011-11-06,36.0
573868,POST,POSTAGE,2,2011-11-01 12:18:00,18.0,12491.0,France,2011-11-01,2011-11,2011-10-31/2011-11-06,36.0
573891,POST,POSTAGE,5,2011-11-01 13:56:00,18.0,12682.0,France,2011-11-01,2011-11,2011-10-31/2011-11-06,90.0
574068,POST,POSTAGE,3,2011-11-02 14:51:00,18.0,12490.0,France,2011-11-02,2011-11,2011-10-31/2011-11-06,54.0
574071,POST,POSTAGE,1,2011-11-02 14:57:00,18.0,12654.0,Germany,2011-11-02,2011-11,2011-10-31/2011-11-06,18.0
574074,DOT,DOTCOM POSTAGE,1,2011-11-02 15:33:00,371.65,,United Kingdom,2011-11-02,2011-11,2011-10-31/2011-11-06,371.65
574076,DOT,DOTCOM POSTAGE,1,2011-11-02 15:38:00,378.02,,United Kingdom,2011-11-02,2011-11,2011-10-31/2011-11-06,378.02
574097,POST,POSTAGE,5,2011-11-03 09:56:00,18.0,12471.0,Germany,2011-11-03,2011-11,2011-10-31/2011-11-06,90.0
574104,POST,POSTAGE,3,2011-11-03 10:45:00,18.0,12615.0,France,2011-11-03,2011-11,2011-10-31/2011-11-06,54.0
574252,POST,POSTAGE,2,2011-11-03 13:24:00,18.0,12437.0,France,2011-11-03,2011-11,2011-10-31/2011-11-06,36.0
574255,POST,POSTAGE,1,2011-11-03 13:44:00,18.0,12569.0,Germany,2011-11-03,2011-11,2011-10-31/2011-11-06,18.0
574270,DOT,DOTCOM POSTAGE,1,2011-11-03 14:28:00,3.29,,United Kingdom,2011-11-03,2011-11,2011-10-31/2011-11-06,3.29
574275,POST,POSTAGE,2,2011-11-03 14:37:00,40.0,12352.0,Norway,2011-11-03,2011-11,2011-10-31/2011-11-06,80.0
574277,M,MANUAL,832,2011-11-03 14:42:00,0.25,17857.0,United Kingdom,2011-11-03,2011-11,2011-10-31/2011-11-06,208.0
574298,DOT,DOTCOM POSTAGE,1,2011-11-03 15:56:00,286.88,,United Kingdom,2011-11-03,2011-11,2011-10-31/2011-11-06,286.88
574301,POST,POSTAGE,2,2011-11-03 16:15:00,28.0,12544.0,Spain,2011-11-03,2011-11,2011-10-31/2011-11-06,56.0
574317,M,MANUAL,6,2011-11-03 18:49:00,0.39,17078.0,United Kingdom,2011-11-03,2011-11,2011-10-31/2011-11-06,2.34
574329,POST,POSTAGE,4,2011-11-04 09:07:00,15.0,12362.0,Belgium,2011-11-04,2011-11,2011-10-31/2011-11-06,60.0
574332,POST,POSTAGE,3,2011-11-04 09:24:00,18.0,12664.0,Finland,2011-11-04,2011-11,2011-10-31/2011-11-06,54.0
