stock_code,description_count,total_units,total_revenue
23014,1,856,3419.5800000000004
23016,1,74,575.25
23017,1,67,826.28
23018,1,51,612.1600000000001
23070,1,160,709.5400000000001
23073,1,143,1706.5
22853,1,472,1655.96
23134,1,1065,6431.110000000001
23117,1,93,501.23
23118,1,813,6102.18
23119,1,2282,1401.7
23120,1,1685,682.39
23121,1,2501,1000.4399999999999
23122,1,2251,1726.09
23123,1,935,759.5699999999999
23124,1,567,751.38
23125,1,459,574.88
23129,1,950,3999.5000000000005
23132,1,1020,5138.6
23133,1,782,5525.4
23135,1,1541,5416.18
23115,1,152,770.32
23136,1,135,511.89
23137,1,83,275.62
23138,1,879,1231.51
23139,1,414,528.6999999999999
23140,1,182,766.1
23141,1,79,272.91
23142,1,121,1220.8200000000002
23143,1,30,239.97
23144,1,5089,4197.83
23146,1,798,2645.26
23147,1,1868,2752.2
23149,1,99,251.45000000000002
23116,1,76,382.44
23114,1,149,737.95
23074,1,246,547.27
23090,1,2237,1870.0299999999997
23076,1,8076,9935.76
23077,1,10395,13695.77
23078,1,6831,8553.34
23079,1,251,2225.45
23080,1,1074,9117.62
23082,1,2328,8558.76
23083,1,1932,7250.900000000001
23084,1,30739,66870.03
23085,1,376,3583.23
23087,1,868,1090.66
23088,1,795,1033.28
23089,1,2354,4215.78
23092,1,523,3757.78
23113,1,1154,5868.5
23093,1,939,2239.2400000000002
23094,1,152,1924.92
23096,1,1033,1736.6899999999998
23099,1,137,925.35
23100,1,2166,2739.38
23101,1,2031,1739.6299999999999
23102,1,1274,1075.03
10080,1,303,119.08999999999999
23108,1,2219,13290.519999999999
23110,1,700,4147.18
23111,1,312,3839.2400000000002
23112,1,546,4507.08
22988,1,9073,10858.31
22987,1,102,42.84
22984,1,2693,1096.09
22898,1,2414,5150.92
22885,1,96,172.78
22886,1,87,146.43
22887,1,78,126.78
22888,1,76,124.97999999999999
22889,1,169,263.8
22890,1,385,3939.87
22891,1,420,2108.18
22892,1,2472,3021.6
22893,1,1872,931.02
22894,1,305,3027.3799999999997
22895,1,2058,6334.3
22897,1,1350,2013.1
22899,1,2069,4326.43
22883,1,100,191.48
22900,1,4907,14938.43
22902,1,1288,2633.28
22903,1,193,550.6
22904,1,1834,5467.26
22905,1,581,1502.2900000000002
22906,1,1733,2947.87
22907,1,6573,5670.0
22908,1,4380,3569.58
22909,1,8976,8041.179999999999
22910,1,10594,32843.840000000004
22911,1,463,1358.0900000000001
22912,1,287,1342.39
22884,1,99,194.04999999999998
22882,1,108,213.7
22983,1,5290,2256.56
22867,1,6433,14061.890000000001
22854,1,767,3708.52
22855,1,2642,3301.73
22856,1,569,729.57
22857,1,1145,965.8599999999999
22858,1,1126,1860.7799999999997
22859,1,1203,2003.07
22860,1,589,1017.7699999999999
22861,1,305,522.93
22862,1,171,826.95
22863,1,719,2070.73
22865,1,8439,17786.13
22866,1,6611,14366.52
22868,1,63,144.65
22881,1,102,197.56
22869,1,96,246.14
22870,1,93,240.29
22871,1,67,163.35
22872,1,72,177.46
22873,1,60,145.5
22874,1,65,150.81
22875,1,63,149.09
22876,1,61,138.81
22877,1,63,138.10999999999999
22878,1,75,204.19
22879,1,70,102.46
22880,1,97,196.69
22913,1,352,1673.15
22914,1,467,2261.21
22915,1,3152,1406.42
22968,1,794,7851.98
22951,1,7481,3990.2000000000003
22954,1,197,241.38
22955,1,1040,2053.3500000000004
22956,1,2050,3983.3900000000003
22957,1,1775,5014.650000000001
22959,1,4901,2014.42
22960,1,8695,37082.13
22961,1,16396,25637.78
22962,1,3896,3288.11
22964,1,2624,5472.6900000000005
22966,1,7440,9202.15
22967,1,1171,3271.4100000000003
22969,1,12520,18771.149999999998
22916,1,1905,1314.21
22970,1,4334,10140.6
22971,1,2431,5849.29
22973,1,1255,2136.0099999999998
22974,1,1598,2729.6899999999996
22975,1,1204,1624.63
22976,1,1066,1389.01
22977,1,950,1252.61
22978,1,2464,9564.98
22979,1,4090,6391.82
22980,1,2363,3910.0099999999998
22981,1,471,704.13
22982,1,1154,1543.77
22948,1,1599,1603.29
22947,1,746,8714.24
22946,1,453,7030.22
22945,1,2991,3008.92
22917,1,1937,1340.22
22918,1,1869,1275.3500000000001
22919,1,1753,1221.8600000000001
22920,1,3423,2153.34
22921,1,1716,1180.8700000000001
22922,1,1587,1422.8999999999999
22923,1,1360,1130.77
22924,1,1295,1154.6
22925,1,449,2757.4700000000003
22926,1,594,3656.8500000000004
22927,1,430,2704.71
22928,1,288,1993.75
22929,1,19,1199.75
22930,1,1108,2846.8
22931,1,813,1963.3
22933,1,940,2585.92
22934,1,589,1707.47
22935,1,690,2066.82
22936,1,279,895.97
22938,1,2367,4488.63
22940,1,1915,7890.25
22941,1,1670,13795.92
22942,1,608,4460.54
22943,1,1355,6755.47
22944,1,3375,1843.64
22589,1,379,1212.82
22587,1,918,830.52
22049,1,1050,291.5
22232,1,690,604.4599999999999
22218,1,1,4.25
22219,1,4133,4033.7299999999996
22220,1,231,1849.25
22221,1,131,1104.54
22222,1,1057,3880.2
22223,1,441,1821.6100000000001
22224,1,834,2764.0600000000004
22227,1,2341,1708.0700000000002
22228,1,1000,777.78
22229,1,568,432.46
22230,1,1047,480.62999999999994
22231,1,998,1027.72
22233,1,596,607.14
22216,1,588,512.93
22236,1,308,3624.5999999999995
22241,1,1952,2609.43
22242,1,640,994.3799999999999
22243,1,3098,4751.639999999999
22244,1,1703,3276.2099999999996
22245,1,1262,1070.0
22247,1,668,591.4399999999999
22248,1,593,525.09
22249,1,928,812.86
22250,1,819,730.9499999999999
22251,1,712,889.49
22252,1,643,761.57
22217,1,839,831.26
22215,1,343,2471.39
22255,1,629,602.63
22196,1,2847,2754.16
22184,1,56,471.86
22185,1,1472,2235.9399999999996
22186,1,848,1997.48
22187,1,1266,3245.68
22188,1,4870,12483.220000000001
22189,1,8284,23435.82
22190,1,676,1057.71
22191,1,1445,11911.65
22192,1,954,8189.29
22193,1,1400,11857.07
22194,1,66,625.6899999999999
22195,1,1976,3720.66
22198,1,1025,1870.9099999999999
22214,1,193,416.59999999999997
22200,1,398,1809.48
22201,1,193,716.8
22202,1,64,319.35
22203,1,403,1483.13
22204,1,197,669.54
22206,1,5,4.17
22207,1,1333,5833.59
22208,1,1509,1571.4899999999998
22209,1,945,964.2199999999999
22210,1,1017,958.04
22211,1,1008,1122.3899999999999
22212,1,1609,3700.94
22254,1,657,836.8000000000001
22256,1,286,387.9
22321,1,893,860.93
22306,1,1162,1415.8500000000001
22293,1,903,1335.87
22294,1,5457,6805.08
22295,1,2789,4613.969999999999
22296,1,3140,5247.719999999999
22297,1,4164,5459.91
22299,1,1379,1386.97
22300,1,1528,3409.21
22301,1,2205,4980.83
22302,1,2329,5134.29
22303,1,2816,6338.25
22304,1,761,1352.88
22305,1,693,1604.58
22307,1,770,969.64
22291,1,1289,1906.02
22308,1,250,877.38
22309,1,369,1091.05
22310,1,668,1296.23
22311,1,1132,3403.76
22312,1,645,1950.4900000000002
22313,1,565,1564.8300000000002
22314,1,570,1759.1200000000001
22315,1,916,1218.93
22316,1,660,742.37
22317,1,286,879.6700000000001
22318,1,462,1541.6200000000001
22319,1,1322,572.26
22292,1,1136,1604.51
22289,1,148,193.52
22257,1,373,280.42
22271,1,1701,5007.35
22258,1,912,743.89
22259,1,481,332.84
22260,1,552,577.4399999999999
22261,1,579,544.7099999999999
22262,1,1023,950.4599999999999
22263,1,326,195.97
22264,1,1561,736.98
22265,1,536,363.55
22266,1,1887,595.85
22267,1,836,673.17
22269,1,932,621.49
22270,1,243,942.1999999999999
22272,1,196,564.9200000000001
22288,1,474,616.95
22273,1,4509,12001.59
22274,1,1340,3953.4800000000005
22275,1,69,527.85
22276,1,290,838.86
22277,1,417,897.74
22278,1,405,2704.35
22279,1,831,1003.4
22280,1,468,509.59
22281,1,131,929.44
22282,1,149,2378.52
22283,1,299,2726.43
22284,1,927,1597.0699999999997
22183,1,322,1916.01
22182,1,372,1420.58
22181,1,591,500.90999999999997
22095,1,1643,1605.96
22083,1,4616,14051.640000000001
22084,1,5181,15099.37
22085,1,548,1566.99
22086,1,19329,64875.590000000004
22087,1,4082,11872.58
22088,1,1893,5661.05
22089,1,1423,4457.43
22090,1,7562,22785.06
22091,1,1983,1030.1000000000001
22092,1,670,321.40000000000003
22093,1,1830,822.13
22094,1,2166,1135.0
22096,1,1366,584.09
22081,1,644,1176.5
22097,1,1596,732.39
22098,1,1992,1001.5500000000001
22099,1,1440,800.59
22100,1,755,354.82
22101,1,1438,2053.17
22102,1,1622,831.84
22103,1,1248,908.24
22104,1,288,343.71
22105,1,574,847.82
22106,1,349,898.38
22107,1,592,2153.06
22108,1,152,415.09000000000003
22082,1,2680,4661.88
22080,1,1206,2003.48
22180,1,330,3521.54
22065,1,6729,3462.25
22050,1,1225,498.5
22051,1,975,409.5
22052,1,650,273.0
22053,1,4244,3606.4199999999996
22055,1,1375,2083.19
22057,1,584,667.92
22059,1,1780,2081.54
22060,1,231,1111.05
22061,1,582,4218.0599999999995
22062,1,583,677.86
22063,1,583,1367.45
22064,1,1728,2546.2999999999997
22066,1,2239,1044.81
22079,1,1897,3325.29
22067,1,408,638.6199999999999
22068,1,526,856.39
22069,1,414,993.5
22070,1,948,2354.4
22071,1,729,1384.3
22072,1,848,2811.17
22073,1,334,1336.14
22074,1,1402,1239.6699999999998
22075,1,1773,2489.0299999999997
22076,1,1259,1667.8799999999999
22077,1,9172,17186.62
22078,1,1369,2923.21
22109,1,1640,6921.15
22110,1,1172,4912.14
22111,1,4655,24455.39
22163,1,875,1042.78
22149,1,6070,12357.08
22150,1,3021,5907.84
22151,1,15126,6322.21
22152,1,2407,1053.08
22153,1,2593,1109.05
22154,1,3745,1636.67
22155,1,2452,1133.61
22156,1,2196,2113.1299999999997
22157,1,212,180.2
22158,1,3413,11797.380000000001
22161,1,5083,1645.75
22162,1,264,841.24
22164,1,78,250.22000000000003
22112,1,6017,32826.58
22165,1,415,3328.2
22166,1,207,1614.4
22167,1,236,2391.12
22168,1,143,1205.3
22169,1,1197,10345.76
22170,1,1068,6977.6
22171,1,1794,13611.81
22173,1,2444,7767.8
22174,1,3218,5978.78
22175,1,877,2594.23
22176,1,512,1536.88
22178,1,24275,33146.82
22148,1,1933,3917.45
22147,1,6226,8621.14
22146,1,1,1.95
22145,1,30,63.0
22113,1,3220,12763.08
22114,1,5740,32973.44
22115,1,1549,2020.91
22116,1,575,620.42
22117,1,1320,3896.4500000000003
22118,1,230,895.26
22119,1,345,1734.8700000000001
22120,1,523,5247.09
22121,1,352,2159.7000000000003
22123,1,508,1068.3799999999999
22124,1,149,306.16
22125,1,13,139.86
22127,1,404,504.88
22128,1,1762,2127.53
22130,1,2277,2664.6299999999997
22131,1,2031,3936.5899999999997
22132,1,1038,939.03
22133,1,816,770.73
22136,1,378,679.28
22137,1,82,237.98000000000002
22138,1,4937,24185.27
22139,1,4518,22868.260000000002
22141,1,2791,6463.790000000001
22142,1,3247,4946.19
22144,1,4073,9662.28
22320,1,189,1147.27
22322,1,820,747.81
22586,1,856,774.55
22508,1,1594,6525.88
22494,1,1088,1572.27
22495,1,282,748.82
22496,1,253,535.11
22497,1,224,1140.9
22498,1,333,2116.04
22499,1,2091,12792.25
22500,1,248,967.05
22501,1,1602,19302.26
22503,1,99,2010.12
22504,1,247,4674.62
22505,1,1457,7084.42
22507,1,2960,14193.35
22509,1,209,2124.54
22492,1,26633,16937.82
22510,1,210,402.74
22511,1,251,495.2
22512,1,122,269.71
22513,1,152,539.9
22514,1,302,704.45
22515,1,266,608.95
22516,1,206,494.89000000000004
22517,1,199,447.63000000000005
22518,1,363,783.5400000000001
22519,1,411,906.7500000000001
22520,1,719,622.0999999999999
22521,1,609,525.51
22493,1,2461,3986.64
22491,1,3947,3183.6299999999997
22523,1,864,750.81
22474,1,303,1636.27
22459,1,386,1018.19
22460,1,2546,3273.5
22461,1,239,1453.5800000000002
22464,1,3402,5485.629999999999
22465,1,2053,3141.5399999999995
22467,1,7926,18798.670000000002
22468,1,517,3633.17
22469,1,17963,32094.6
22470,1,9887,30098.11
22471,1,419,1502.02
22472,1,320,1527.01
22473,1,503,1623.04
22475,1,313,1590.82
22489,1,9719,4072.13
22476,1,880,2839.21
22477,1,1364,1967.9
22478,1,1537,2210.62
22479,1,1139,1658.57
22480,1,630,755.96
22481,1,825,747.3
22482,1,478,565.86
22483,1,770,2302.94
22485,1,526,7190.349999999999
22486,1,71,446.45
22487,1,784,7909.28
22488,1,3195,5573.679999999999
22522,1,930,772.59
22524,1,642,883.1999999999999
22323,1,1,1.95
22571,1,2434,2185.48
22559,1,505,626.53
22560,1,8144,9572.32
22561,1,5883,9741.57
22562,1,1413,1763.3700000000001
22563,1,2823,3348.1800000000003
22564,1,2697,3057.27
22565,1,933,872.67
22566,1,873,789.78
22567,1,2448,3251.6
22568,1,3373,12413.89
22569,1,2759,10110.83
22570,1,3086,11204.97
22572,1,1380,1244.6699999999998
22557,1,4712,7762.239999999999
22573,1,2684,2423.0
22574,1,2333,2199.5899999999997
22575,1,636,1216.22
22576,1,1538,1414.4599999999998
22577,1,10608,4075.3599999999997
22578,1,10460,3876.5399999999995
22579,1,5167,1988.0199999999998
22580,1,1311,6848.1900000000005
22581,1,1569,1137.28
22582,1,1061,2649.35
22583,1,573,1570.3999999999999
22585,1,6221,7547.89
22558,1,8676,13325.869999999999
22556,1,6113,10061.859999999999
22525,1,489,648.97
22539,1,2918,1129.32
22526,1,125,1720.26
22528,1,1,3.36
22529,1,851,349.03
22530,1,3628,1516.46
22531,1,3382,1412.41
22532,1,1072,366.75
22533,1,1782,644.39
22534,1,4496,1871.12
22535,1,1763,669.75
22536,1,4752,1803.95
22537,1,1929,844.0
22538,1,402,164.42000000000002
22540,1,2519,960.86
22555,1,6010,9841.829999999998
22541,1,503,201.95
22543,1,1453,530.8
22544,1,4518,1714.9199999999998
22545,1,1142,435.67
22546,1,2103,799.9799999999999
22547,1,809,338.23
22548,1,1975,2348.94
22549,1,3188,4798.38
22550,1,1162,4194.89
22551,1,8074,13602.109999999999
22553,1,4242,7132.119999999999
22554,1,7803,13328.269999999999
22458,1,523,1421.83
22457,1,9119,27991.61
22456,1,1727,9534.67
22371,1,1086,5072.32
22356,1,9716,11417.74
22357,1,468,2175.04
22358,1,698,2551.2200000000003
22359,1,183,605.7700000000001
22360,1,1010,3192.82
22361,1,727,2592.33
22362,1,408,1329.44
22363,1,480,1380.8
22364,1,616,2001.32
22365,1,789,5754.03
22366,1,800,6034.9
22367,1,3749,7508.58
22372,1,279,1289.49
22354,1,750,2860.98
22374,1,546,2427.52
22375,1,346,1626.54
22376,1,252,1133.2
22377,1,1330,2171.53
22378,1,2283,3638.5699999999997
22379,1,6896,15607.59
22380,1,1312,2815.46
22381,1,3439,7433.74
22382,1,10427,18031.31
22384,1,10487,17388.99
22385,1,8666,17071.59
22386,1,21448,42401.01
22355,1,18124,29254.149999999998
22353,1,60,153.0
22454,1,266,757.0200000000001
22337,1,912,574.5400000000001
22324,1,286,688.3
22325,1,249,1146.3500000000001
22326,1,8535,24364.870000000003
22327,1,1167,4304.25
22328,1,6835,19094.97
22329,1,1603,2661.89
22331,1,1840,2975.14
22332,1,1032,1677.9999999999998
22333,1,4492,7043.94
22334,1,707,1160.7099999999998
22335,1,2380,1668.89
22336,1,2381,754.0300000000001
22338,1,4679,1233.91
22352,1,3088,7860.969999999999
22339,1,2468,683.3100000000001
22340,1,1398,787.2099999999999
22341,1,453,827.6299999999999
22342,1,997,1111.58
22343,1,1974,873.3299999999999
22344,1,1225,459.81
22345,1,1117,399.05
22346,1,1034,381.09
22348,1,4084,3583.29
22349,1,1366,5381.5199999999995
22350,1,1410,3822.1199999999994
22351,1,13,23.089999999999996
22389,1,338,641.55
22390,1,266,440.34
22391,1,158,245.57999999999998
22440,1,6010,2375.04
22428,1,246,1854.76
22429,1,1262,5507.18
22430,1,617,3241.34
22431,1,2058,3998.7099999999996
22432,1,1716,3342.8199999999997
22433,1,1394,2667.5
22434,1,793,1570.41
22435,1,2757,3445.5
22436,1,2134,1398.51
22437,1,2828,2417.24
22438,1,1009,1034.9
22439,1,1898,1293.22
22441,1,1047,2292.9100000000003
22393,1,510,736.88
22442,1,296,1241.3
22443,1,164,1391.74
22444,1,838,1106.62
22445,1,534,1615.91
22446,1,439,1135.18
22447,1,137,410.81
22448,1,201,656.4300000000001
22449,1,491,1583.95
22450,1,194,657.76
22451,1,222,775.8000000000001
22452,1,722,1760.3100000000002
22453,1,442,1185.79
22427,1,2106,12647.26
22426,1,742,2855.21
22425,1,460,2346.1200000000003
22424,1,873,12358.33
22394,1,168,230.67999999999998
22395,1,152,220.04
22396,1,1226,630.37
22398,1,2575,1589.12
22399,1,1152,1347.08
22400,1,1393,729.09
22402,1,1719,1033.16
22403,1,1322,689.28
22405,1,372,415.36
22406,1,346,403.46
22408,1,145,162.44
22409,1,228,299.72
22410,1,237,247.42000000000002
22411,1,12574,28577.1
22412,1,911,1931.8500000000001
22413,1,3774,11095.94
22414,1,279,2038.39
22415,1,19,151.05
22417,1,8420,4563.24
22418,1,6564,5585.45
22419,1,3338,1673.1
22420,1,1333,611.3
22421,1,2597,1347.1
22422,1,1273,776.1
22423,1,13851,174156.54
m,1,1,2.55
