stock_code,description,invoice_month,monthly_units,monthly_revenue,order_count,avg_unit_price
84968D,SET OF 16 VINTAGE RED CUTLERY,2011-09,5,75.96000000000001,3,16.82
84968D,SET OF 16 VINTAGE RED CUTLERY,2011-10,4,63.21,4,15.8025
84968D,SET OF 16 VINTAGE RED CUTLERY,2011-11,1,24.96,1,24.96
84968D,SET OF 16 VINTAGE RED CUTLERY,2011-12,3,50.46,3,16.82
84968E,SET OF 16 VINTAGE BLACK CUTLERY,2010-12,2,33.96,2,16.98
84968E,SET OF 16 VINTAGE BLACK CUTLERY,2011-01,37,328.17,18,9.351111111111111
84968E,SET OF 16 VINTAGE BLACK CUTLERY,2011-02,2,25.5,2,12.75
84968E,SET OF 16 VINTAGE BLACK CUTLERY,2011-03,14,178.5,4,12.75
84968E,SET OF 16 VINTAGE BLACK CUTLERY,2011-05,13,190.17000000000002,5,17.634
84968E,SET OF 16 VINTAGE BLACK CUTLERY,2011-06,1,12.75,1,12.75
84968E,SET OF 16 VINTAGE BLACK CUTLERY,2011-07,2,25.5,1,12.75
84968E,SET OF 16 VINTAGE BLACK CUTLERY,2011-08,25,275.54999999999995,2,11.85
84968E,SET OF 16 VINTAGE BLACK CUTLERY,2011-09,30,363.71999999999997,5,14.831999999999999
84968E,SET OF 16 VINTAGE BLACK CUTLERY,2011-11,3,38.25,1,12.75
84968E,SET OF 16 VINTAGE BLACK CUTLERY,2011-12,3,50.46,3,16.82
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,2010-12,10,165.62,8,18.585
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,2011-01,89,752.13,27,8.70037037037037
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,2011-02,6,76.5,2,12.75
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,2011-03,9,114.75,2,12.75
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,2011-04,13,177.96,4,15.8025
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,2011-05,3,38.25,2,12.75
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,2011-06,7,89.25,5,12.75
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,2011-07,4,51.0,3,12.75
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,2011-08,26,288.29999999999995,3,12.15
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,2011-09,4,63.21,3,16.82
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,2011-10,3,38.25,3,12.75
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,2011-11,3,50.46,3,16.82
84968a,SET OF 16 VINTAGE ROSE CUTLERY,2010-12,1,25.49,1,25.49
84968a,SET OF 16 VINTAGE ROSE CUTLERY,2011-05,3,74.88,1,24.96
84968a,SET OF 16 VINTAGE ROSE CUTLERY,2011-10,1,24.96,1,24.96
84968d,SET OF 16 VINTAGE RED CUTLERY,2011-02,1,24.96,1,24.96
84968d,SET OF 16 VINTAGE RED CUTLERY,2011-06,1,24.96,1,24.96
84968d,SET OF 16 VINTAGE RED CUTLERY,2011-10,1,24.96,1,24.96
84968e,SET OF 16 VINTAGE BLACK CUTLERY,2010-12,1,25.49,1,25.49
84968e,SET OF 16 VINTAGE BLACK CUTLERY,2011-05,1,24.96,1,24.96
84968e,SET OF 16 VINTAGE BLACK CUTLERY,2011-06,1,24.96,1,24.96
84968e,SET OF 16 VINTAGE BLACK CUTLERY,2011-08,4,99.84,2,24.96
84968e,SET OF 16 VINTAGE BLACK CUTLERY,2011-12,1,24.96,1,24.96
84968f,SET OF 16 VINTAGE SKY BLUE CUTLERY,2010-12,1,25.49,1,25.49
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2010-12,50,290.90000000000003,22,6.511363636363637
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2011-01,61,210.31,26,3.4196153846153843
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2011-02,51,198.71,20,3.8280000000000003
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2011-03,90,367.94,29,4.138275862068965
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2011-04,14,51.82,12,3.69
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2011-05,60,238.68,19,3.694210526315789
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2011-06,34,135.1,11,4.093636363636364
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2011-07,67,240.23,22,4.102727272727273
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2011-08,10,50.58,5,5.866
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2011-09,29,147.49,11,6.086363636363635
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2011-10,42,196.78,11,5.999090909090909
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2011-11,46,239.94,19,6.376315789473684
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2011-12,4,21.04,3,5.596666666666667
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,2010-12,346,366.46,35,1.3208571428571427
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,2011-01,353,376.78,44,1.4202272727272727
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,2011-02,333,311.39,26,1.335
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,2011-03,650,613.67,40,1.1155
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,2011-04,778,761.9999999999999,51,1.184313725490196
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,2011-05,784,734.43,48,1.216938775510204
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,2011-06,748,705.1899999999999,41,1.135121951219512
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,2011-07,288,302.97999999999996,33,1.2924242424242425
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,2011-08,417,428.7,30,1.2406666666666666
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,2011-09,356,437.83,28,1.427857142857143
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,2011-10,486,588.05,31,1.4038709677419356
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,2011-11,357,519.26,37,1.6032432432432433
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,2011-12,168,264.78,13,1.5692307692307692
84970S,HANGING HEART ZINC T-LIGHT HOLDER,2010-12,589,530.5699999999999,43,1.3809302325581394
84970S,HANGING HEART ZINC T-LIGHT HOLDER,2011-01,699,599.48,54,1.347962962962963
84970S,HANGING HEART ZINC T-LIGHT HOLDER,2011-02,523,469.15,42,1.1135714285714287
84970S,HANGING HEART ZINC T-LIGHT HOLDER,2011-03,1104,943.49,52,1.0482692307692307
84970S,HANGING HEART ZINC T-LIGHT HOLDER,2011-04,1196,973.6999999999999,57,1.0294736842105263
84970S,HANGING HEART ZINC T-LIGHT HOLDER,2011-05,1174,941.5,59,1.0233898305084745
84970S,HANGING HEART ZINC T-LIGHT HOLDER,2011-06,929,770.2399999999999,51,1.0588235294117647
84970S,HANGING HEART ZINC T-LIGHT HOLDER,2011-07,515,423.5,35,1.0899999999999999
84970S,HANGING HEART ZINC T-LIGHT HOLDER,2011-08,319,295.75,31,1.127741935483871
84970S,HANGING HEART ZINC T-LIGHT HOLDER,2011-09,576,523.5899999999999,32,1.1853125
84970S,HANGING HEART ZINC T-LIGHT HOLDER,2011-10,473,402.34999999999997,30,1.1283333333333334
84970S,HANGING HEART ZINC T-LIGHT HOLDER,2011-11,441,413.60999999999996,36,1.150277777777778
84970S,HANGING HEART ZINC T-LIGHT HOLDER,2011-12,341,363.38,15,1.3333333333333333
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,2010-12,18,38.339999999999996,9,2.13
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,2011-01,3,6.24,2,2.08
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,2011-02,6,12.48,5,2.08
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,2011-03,17,35.36,5,2.08
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,2011-04,29,60.32,2,2.08
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,2011-05,17,35.36,6,2.08
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,2011-07,2,4.16,2,2.08
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,2011-08,46,95.67999999999999,5,2.08
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,2011-09,11,22.880000000000003,3,2.08
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,2011-10,3,6.24,1,2.08
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,2011-11,43,89.44,6,2.08
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,2011-12,6,12.48,4,2.08
84970s,HANGING HEART ZINC T-LIGHT HOLDER,2010-12,29,61.769999999999996,10,2.13
84970s,HANGING HEART ZINC T-LIGHT HOLDER,2011-01,9,18.72,3,2.08
84970s,HANGING HEART ZINC T-LIGHT HOLDER,2011-02,23,47.84,11,2.08
84970s,HANGING HEART ZINC T-LIGHT HOLDER,2011-03,45,93.60000000000001,15,2.08
84970s,HANGING HEART ZINC T-LIGHT HOLDER,2011-07,4,8.32,2,2.08
84970s,HANGING HEART ZINC T-LIGHT HOLDER,2011-08,27,56.16,4,2.08
84970s,HANGING HEART ZINC T-LIGHT HOLDER,2011-09,34,70.72,6,2.08
84970s,HANGING HEART ZINC T-LIGHT HOLDER,2011-10,25,52.0,5,2.08
84970s,HANGING HEART ZINC T-LIGHT HOLDER,2011-11,32,66.56,6,2.08
84970s,HANGING HEART ZINC T-LIGHT HOLDER,2011-12,10,20.8,4,2.08
84971S,SMALL HEART FLOWERS HOOK,2010-12,128,117.71,11,1.1445454545454545
84971S,SMALL HEART FLOWERS HOOK,2011-01,130,123.18999999999998,15,1.326
84971S,SMALL HEART FLOWERS HOOK,2011-02,199,177.73,15,1.162
84971S,SMALL HEART FLOWERS HOOK,2011-03,214,190.48,19,1.2194736842105263
84971S,SMALL HEART FLOWERS HOOK,2011-04,135,115.16999999999999,11,1.1145454545454545
84971S,SMALL HEART FLOWERS HOOK,2011-05,133,131.76999999999998,19,1.2194736842105263
84971S,SMALL HEART FLOWERS HOOK,2011-06,193,166.39,11,0.9209090909090908
84971S,SMALL HEART FLOWERS HOOK,2011-07,154,137.14,16,1.045
84971S,SMALL HEART FLOWERS HOOK,2011-08,69,60.21,9,1.0233333333333332
84971S,SMALL HEART FLOWERS HOOK,2011-09,155,124.00999999999999,16,0.9752941176470588
84971S,SMALL HEART FLOWERS HOOK,2011-10,71,68.14999999999999,10,1.162
84971S,SMALL HEART FLOWERS HOOK,2011-11,93,85.28999999999999,13,1.15
84971S,SMALL HEART FLOWERS HOOK,2011-12,87,43.209999999999994,7,0.8099999999999999
84971l,LARGE HEART FLOWERS HOOK,2011-11,2,4.92,1,2.46
84974,S/2 ZINC HEART DESIGN PLANTERS,2011-01,1,9.95,1,9.95
84974,S/2 ZINC HEART DESIGN PLANTERS,2011-02,6,59.699999999999996,4,9.95
84974,S/2 ZINC HEART DESIGN PLANTERS,2011-03,3,29.849999999999998,3,9.95
84974,S/2 ZINC HEART DESIGN PLANTERS,2011-04,4,39.8,4,9.95
84974,S/2 ZINC HEART DESIGN PLANTERS,2011-05,1,9.95,1,9.95
84974,S/2 ZINC HEART DESIGN PLANTERS,2011-06,5,49.75,2,9.95
84974,S/2 ZINC HEART DESIGN PLANTERS,2011-07,4,39.8,3,9.95
84974,S/2 ZINC HEART DESIGN PLANTERS,2011-08,8,79.6,5,9.95
84974,S/2 ZINC HEART DESIGN PLANTERS,2011-09,1,9.95,1,9.95
84974,S/2 ZINC HEART DESIGN PLANTERS,2011-10,5,49.75,3,9.95
84974,S/2 ZINC HEART DESIGN PLANTERS,2011-11,1,9.95,1,9.95
84975,HEART SHAPED MIRROR,2010-12,5,8.45,2,1.69
84976,RECTANGULAR SHAPED MIRROR,2010-12,1,3.36,1,3.36
84976,RECTANGULAR SHAPED MIRROR,2011-01,12,20.28,2,1.69
84976,RECTANGULAR SHAPED MIRROR,2011-02,1,3.29,1,3.29
84976,RECTANGULAR SHAPED MIRROR,2011-03,6,10.14,1,1.69
84976,RECTANGULAR SHAPED MIRROR,2011-05,1,3.29,1,3.29
84976,RECTANGULAR SHAPED MIRROR,2011-07,118,101.12,6,1.3566666666666667
84976,RECTANGULAR SHAPED MIRROR,2011-08,271,216.59,12,0.9983333333333334
84976,RECTANGULAR SHAPED MIRROR,2011-09,36,28.44,3,0.79
84976,RECTANGULAR SHAPED MIRROR,2011-10,37,31.73,4,1.415
84976,RECTANGULAR SHAPED MIRROR,2011-11,12,9.48,2,0.79
84976,RECTANGULAR SHAPED MIRROR,2011-12,17,18.43,4,2.04
84977,WIRE FLOWER T-LIGHT HOLDER,2011-03,1,1.25,1,1.25
84978,HANGING HEART JAR T-LIGHT HOLDER,2010-12,291,347.73,23,1.4808333333333332
84978,HANGING HEART JAR T-LIGHT HOLDER,2011-01,902,1125.71,56,1.5678571428571428
84978,HANGING HEART JAR T-LIGHT HOLDER,2011-02,899,1072.53,47,1.5402127659574467
84978,HANGING HEART JAR T-LIGHT HOLDER,2011-03,1974,2536.37,92,1.4006451612903226
84978,HANGING HEART JAR T-LIGHT HOLDER,2011-04,1070,1452.23,58,1.5191379310344828
84978,HANGING HEART JAR T-LIGHT HOLDER,2011-05,1643,2067.04,88,1.4513636363636364
84978,HANGING HEART JAR T-LIGHT HOLDER,2011-06,1317,1596.5900000000001,74,1.4721621621621621
84978,HANGING HEART JAR T-LIGHT HOLDER,2011-07,742,1003.83,54,1.5237037037037038
84978,HANGING HEART JAR T-LIGHT HOLDER,2011-08,956,1191.99,56,1.4389285714285713
84978,HANGING HEART JAR T-LIGHT HOLDER,2011-09,766,955.6,52,1.3946153846153846
84978,HANGING HEART JAR T-LIGHT HOLDER,2011-10,472,592.47,44,1.4793333333333332
84978,HANGING HEART JAR T-LIGHT HOLDER,2011-11,1253,2248.85,62,1.6093650793650793
84978,HANGING HEART JAR T-LIGHT HOLDER,2011-12,208,262.84000000000003,22,1.452173913043478
84984A,GREEN PEONY CUSHION COVER,2011-05,4,18.6,1,4.65
84984A,GREEN PEONY CUSHION COVER,2011-07,2,9.3,1,4.65
84984A,GREEN PEONY CUSHION COVER,2011-08,2,9.3,1,4.65
84984A,GREEN PEONY CUSHION COVER,2011-09,5,23.25,2,4.65
84984A,GREEN PEONY CUSHION COVER,2011-11,6,27.900000000000002,1,4.65
84984B,RED PEONY CUSHION COVER,2011-05,4,18.6,1,4.65
84984B,RED PEONY CUSHION COVER,2011-08,2,9.3,1,4.65
84984B,RED PEONY CUSHION COVER,2011-09,5,23.25,2,4.65
84984B,RED PEONY CUSHION COVER,2011-11,6,27.900000000000002,1,4.65
84984D,ORIENTAL RED CUSHION COVER,2011-07,2,9.3,1,4.65
84984D,ORIENTAL RED CUSHION COVER,2011-08,3,13.950000000000001,1,4.65
84984D,ORIENTAL RED CUSHION COVER,2011-10,2,9.3,1,4.65
84984D,ORIENTAL RED CUSHION COVER,2011-11,6,27.900000000000002,1,4.65
84985A,SET OF 72 GREEN PAPER DOILIES,2010-12,10,14.5,7,1.45
84985A,SET OF 72 GREEN PAPER DOILIES,2011-01,21,30.45,6,1.45
84985A,SET OF 72 GREEN PAPER DOILIES,2011-02,9,13.049999999999999,4,1.45
84985A,SET OF 72 GREEN PAPER DOILIES,2011-03,1,1.45,1,1.45
84987,SET OF 36 TEATIME PAPER DOILIES,2010-12,64,125.61,21,2.3
84987,SET OF 36 TEATIME PAPER DOILIES,2011-01,115,187.89,19,2.004736842105263
84987,SET OF 36 TEATIME PAPER DOILIES,2011-02,351,504.42999999999995,32,2.1306249999999998
84987,SET OF 36 TEATIME PAPER DOILIES,2011-03,568,785.04,35,1.9825714285714287
84987,SET OF 36 TEATIME PAPER DOILIES,2011-04,340,477.62,28,1.817142857142857
84987,SET OF 36 TEATIME PAPER DOILIES,2011-05,373,571.01,41,2.093658536585366
84987,SET OF 36 TEATIME PAPER DOILIES,2011-06,141,220.35999999999999,29,1.9986206896551724
84987,SET OF 36 TEATIME PAPER DOILIES,2011-07,98,161.77999999999997,22,2.24
84987,SET OF 36 TEATIME PAPER DOILIES,2011-08,137,204.72,19,1.769473684210526
84987,SET OF 36 TEATIME PAPER DOILIES,2011-09,149,226.52999999999997,24,1.8866666666666667
84987,SET OF 36 TEATIME PAPER DOILIES,2011-10,325,455.23,27,1.8307407407407408
84987,SET OF 36 TEATIME PAPER DOILIES,2011-11,384,542.25,34,1.8199999999999998
84987,SET OF 36 TEATIME PAPER DOILIES,2011-12,6,8.7,3,1.45
84988,SET OF 72 PINK HEART PAPER DOILIES,2010-12,287,426.02,25,2.0540000000000003
84988,SET OF 72 PINK HEART PAPER DOILIES,2011-01,419,705.9399999999999,69,2.079710144927536
84988,SET OF 72 PINK HEART PAPER DOILIES,2011-02,363,557.63,53,2.1575471698113207
84988,SET OF 72 PINK HEART PAPER DOILIES,2011-03,635,925.7399999999999,51,2.013529411764706
84988,SET OF 72 PINK HEART PAPER DOILIES,2011-04,472,704.68,42,2.0142857142857142
84988,SET OF 72 PINK HEART PAPER DOILIES,2011-05,251,419.92999999999995,46,2.2654347826086956
84988,SET OF 72 PINK HEART PAPER DOILIES,2011-06,309,513.68,45,2.3815555555555554
84988,SET OF 72 PINK HEART PAPER DOILIES,2011-07,219,356.97999999999996,31,2.3346875
84988,SET OF 72 PINK HEART PAPER DOILIES,2011-08,301,450.79999999999995,27,2.0792592592592594
84988,SET OF 72 PINK HEART PAPER DOILIES,2011-09,174,295.43,26,2.175
84988,SET OF 72 PINK HEART PAPER DOILIES,2011-10,302,483.4,39,2.0841025641025643
84988,SET OF 72 PINK HEART PAPER DOILIES,2011-11,555,781.9699999999999,46,2.0791304347826087
84988,SET OF 72 PINK HEART PAPER DOILIES,2011-12,24,49.05,10,2.498
84989A,75 GREEN FAIRY CAKE CASES,2011-01,7,3.8500000000000005,4,0.55
84989A,75 GREEN FAIRY CAKE CASES,2011-02,1,0.55,1,0.55
84989A,75 GREEN FAIRY CAKE CASES,2011-03,3,1.6500000000000001,3,0.55
84989A,75 GREEN FAIRY CAKE CASES,2011-04,3,1.6500000000000001,1,0.55
84989A,75 GREEN FAIRY CAKE CASES,2011-09,4,2.2,2,0.55
84989A,75 GREEN FAIRY CAKE CASES,2011-10,1,0.55,1,0.55
84989A,75 GREEN FAIRY CAKE CASES,2011-11,7,3.8500000000000005,4,0.55
84989A,75 GREEN FAIRY CAKE CASES,2011-12,1,0.55,1,0.55
84989a,75 GREEN FAIRY CAKE CASES,2010-12,2,4.26,2,2.13
84989a,75 GREEN FAIRY CAKE CASES,2011-01,2,4.21,2,2.105
84989a,75 GREEN FAIRY CAKE CASES,2011-02,5,10.4,3,2.08
84989a,75 GREEN FAIRY CAKE CASES,2011-03,2,4.16,1,2.08
84989a,75 GREEN FAIRY CAKE CASES,2011-04,4,8.32,3,2.08
84989a,75 GREEN FAIRY CAKE CASES,2011-05,8,16.64,4,2.08
84989a,75 GREEN FAIRY CAKE CASES,2011-06,6,12.48,4,2.08
84989a,75 GREEN FAIRY CAKE CASES,2011-07,3,6.24,2,2.08
84989a,75 GREEN FAIRY CAKE CASES,2011-08,10,20.8,4,2.08
84990,60 GOLD AND SILVER FAIRY CAKE CASES,2011-04,1,0.55,1,0.55
84990,60 GOLD AND SILVER FAIRY CAKE CASES,2011-05,1,0.55,1,0.55
84991,60 TEATIME FAIRY CAKE CASES,2010-12,1585,792.59,67,0.7942028985507247
84991,60 TEATIME FAIRY CAKE CASES,2011-01,1133,588.4100000000001,59,0.7390163934426229
84991,60 TEATIME FAIRY CAKE CASES,2011-02,723,418.45000000000005,48,0.7293999999999999
84991,60 TEATIME FAIRY CAKE CASES,2011-03,2064,1053.2,85,0.6887209302325582
84991,60 TEATIME FAIRY CAKE CASES,2011-04,2301,1115.35,82,0.6714634146341464
84991,60 TEATIME FAIRY CAKE CASES,2011-05,1376,752.4,77,0.6483116883116883
84991,60 TEATIME FAIRY CAKE CASES,2011-06,784,410.34000000000003,55,0.6536842105263159
84991,60 TEATIME FAIRY CAKE CASES,2011-07,1305,661.1500000000001,57,0.743859649122807
84991,60 TEATIME FAIRY CAKE CASES,2011-08,1418,699.3000000000001,56,0.6556140350877194
84991,60 TEATIME FAIRY CAKE CASES,2011-09,2391,1116.83,72,0.6018055555555556
84991,60 TEATIME FAIRY CAKE CASES,2011-10,1548,753.4,58,0.6601666666666667
84991,60 TEATIME FAIRY CAKE CASES,2011-11,1425,723.25,90,0.681304347826087
84991,60 TEATIME FAIRY CAKE CASES,2011-12,136,85.30000000000001,22,0.7833333333333333
84992,72 SWEETHEART FAIRY CAKE CASES,2010-12,1469,716.01,50,0.7331372549019608
84992,72 SWEETHEART FAIRY CAKE CASES,2011-01,1385,716.9,84,0.7020454545454545
84992,72 SWEETHEART FAIRY CAKE CASES,2011-02,917,461.68,51,0.744423076923077
84992,72 SWEETHEART FAIRY CAKE CASES,2011-03,1436,677.3000000000001,43,0.6544186046511627
84992,72 SWEETHEART FAIRY CAKE CASES,2011-04,911,432.55,37,0.617948717948718
84992,72 SWEETHEART FAIRY CAKE CASES,2011-05,611,326.75,42,0.646904761904762
84992,72 SWEETHEART FAIRY CAKE CASES,2011-06,545,278.48,36,0.7797222222222222
84992,72 SWEETHEART FAIRY CAKE CASES,2011-07,1905,834.5500000000001,35,0.6257142857142858
84992,72 SWEETHEART FAIRY CAKE CASES,2011-08,639,341.58000000000004,38,0.6973684210526315
84992,72 SWEETHEART FAIRY CAKE CASES,2011-09,1501,713.67,49,0.635
84992,72 SWEETHEART FAIRY CAKE CASES,2011-10,874,447.90000000000003,51,0.6526923076923078
84992,72 SWEETHEART FAIRY CAKE CASES,2011-11,918,463.31,74,0.6868354430379747
84992,72 SWEETHEART FAIRY CAKE CASES,2011-12,208,122.10000000000001,25,0.718
84993A,75 GREEN PETIT FOUR CASES,2010-12,36,16.38,6,0.5599999999999999
84993A,75 GREEN PETIT FOUR CASES,2011-01,12,6.699999999999999,8,0.6275
84993A,75 GREEN PETIT FOUR CASES,2011-02,3,1.67,2,0.625
84993A,75 GREEN PETIT FOUR CASES,2011-03,26,10.92,2,0.42
84993A,75 GREEN PETIT FOUR CASES,2011-04,53,22.67,6,0.4883333333333333
84993A,75 GREEN PETIT FOUR CASES,2011-05,26,11.74,3,0.6933333333333334
84993A,75 GREEN PETIT FOUR CASES,2011-06,3,1.26,2,0.42
84993A,75 GREEN PETIT FOUR CASES,2011-07,4,2.09,3,0.5566666666666666
84993A,75 GREEN PETIT FOUR CASES,2011-08,28,11.76,3,0.42
84993A,75 GREEN PETIT FOUR CASES,2011-09,41,23.369999999999997,6,0.6933333333333334
84993A,75 GREEN PETIT FOUR CASES,2011-10,28,13.4,5,0.748
84993A,75 GREEN PETIT FOUR CASES,2011-11,54,25.14,4,0.625
84993A,75 GREEN PETIT FOUR CASES,2011-12,29,12.59,5,0.502
84993B,75 BLACK PETIT FOUR CASES,2010-12,16,6.72,4,0.42
84993B,75 BLACK PETIT FOUR CASES,2011-01,13,5.46,4,0.42
84993B,75 BLACK PETIT FOUR CASES,2011-02,4,1.68,2,0.42
84993B,75 BLACK PETIT FOUR CASES,2011-04,3,1.26,3,0.42
84993B,75 BLACK PETIT FOUR CASES,2011-06,19,7.9799999999999995,4,0.42
84993B,75 BLACK PETIT FOUR CASES,2011-08,3,1.26,1,0.42
84993a,75 GREEN PETIT FOUR CASES,2011-02,3,2.4899999999999998,3,0.83
84993a,75 GREEN PETIT FOUR CASES,2011-03,3,2.4899999999999998,1,0.83
84993a,75 GREEN PETIT FOUR CASES,2011-04,6,4.9799999999999995,2,0.83
84993a,75 GREEN PETIT FOUR CASES,2011-05,4,3.32,3,0.83
84993a,75 GREEN PETIT FOUR CASES,2011-06,2,1.66,2,0.83
84993a,75 GREEN PETIT FOUR CASES,2011-07,2,1.66,1,0.83
84993a,75 GREEN PETIT FOUR CASES,2011-08,3,2.4899999999999998,2,0.83
84993a,75 GREEN PETIT FOUR CASES,2011-09,2,1.66,2,0.83
84993a,75 GREEN PETIT FOUR CASES,2011-10,1,0.83,1,0.83
84993a,75 GREEN PETIT FOUR CASES,2011-11,4,3.32,1,0.83
84993a,75 GREEN PETIT FOUR CASES,2011-12,2,1.66,1,0.83
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,2010-12,207,758.07,30,3.996
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,2011-01,466,1625.48,23,4.048260869565217
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,2011-02,254,997.41,24,4.187916666666667
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,2011-03,88,377.62,27,4.456666666666667
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,2011-04,208,798.5200000000001,22,4.457272727272727
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,2011-05,92,390.08000000000004,19,4.585789473684211
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,2011-06,125,494.09000000000003,15,4.399333333333334
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,2011-07,304,1191.76,20,4.504
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,2011-08,90,357.12000000000006,10,5.351999999999999
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,2011-09,198,768.24,17,4.346470588235294
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,2011-10,117,493.83000000000004,19,4.585789473684211
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,2011-11,266,1075.28,28,4.875
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,2011-12,158,606.38,6,5.396666666666666
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,2010-12,253,938.3100000000001,35,4.182
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,2011-01,888,3111.56,44,3.949333333333333
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,2011-02,445,1704.14,31,4.129032258064516
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,2011-03,340,1328.78,34,4.23764705882353
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,2011-04,410,1477.64,21,4.274761904761905
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,2011-05,118,493.84000000000003,21,4.338181818181819
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,2011-06,84,361.02000000000004,25,4.6468
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,2011-07,316,1241.56,28,4.402857142857143
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,2011-08,230,946.4000000000001,27,4.748518518518519
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,2011-09,365,1411.97,22,4.255833333333333
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,2011-10,272,1083.26,35,4.478000000000001
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,2011-11,396,1565.46,38,4.772105263157894
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,2011-12,97,382.03,9,5.025555555555556
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,2010-12,183,675.8100000000001,30,4.125
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,2011-01,682,2401.98,42,3.732857142857143
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,2011-02,262,990.1800000000001,30,3.978
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,2011-03,41,170.15,10,4.15
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,2011-04,161,647.6300000000001,17,4.6135294117647065
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,2011-05,327,1274.79,28,4.255000000000001
